Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Composure,Crossing,Curve,Dribbling,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Overall,Potential,Wage,Value
M. Keane,England,Everton,CB ,24,1888,73.0,68.0,63.0,75.0,60.0,53.0,66.0,33.0,84.0,81.0,83.0,71.0,46.0,84.0,48.0,29.0,76.0,74.0,58.0,80.0,72.0,79.0,82.0,88.0,56.0,40.0,81,87,91000.0,21000000.0
R. Guerreiro,Portugal,Borussia Dortmund,CM LB LWB LM ,23,2171,83.0,69.0,88.0,75.0,85.0,84.0,83.0,82.0,61.0,85.0,64.0,74.0,83.0,74.0,44.0,76.0,81.0,83.0,81.0,77.0,72.0,77.0,70.0,54.0,79.0,76.0,81,86,58000.0,24000000.0
A. Christensen,Denmark,Chelsea,CDM CB ,21,1720,79.0,73.0,66.0,76.0,49.0,32.0,71.0,22.0,79.0,81.0,74.0,74.0,20.0,83.0,36.0,32.0,80.0,76.0,31.0,84.0,80.0,70.0,88.0,71.0,60.0,25.0,81,89,86000.0,23000000.0
D. Sánchez,Colombia,Tottenham Hotspur,CB ,21,1745,65.0,85.0,62.0,72.0,36.0,22.0,54.0,27.0,81.0,76.0,74.0,61.0,44.0,81.0,44.0,34.0,74.0,65.0,74.0,85.0,76.0,79.0,82.0,86.0,44.0,28.0,81,88,70000.0,21500000.0
Nélson Semedo,Portugal,FC Barcelona,RB ,23,2037,91.0,77.0,88.0,75.0,75.0,61.0,80.0,30.0,58.0,80.0,80.0,65.0,60.0,76.0,38.0,73.0,82.0,74.0,74.0,78.0,92.0,90.0,77.0,59.0,62.0,42.0,81,87,125000.0,20500000.0
Héctor Bellerín,Spain,Arsenal,RB ,22,2005,96.0,72.0,84.0,72.0,76.0,63.0,76.0,50.0,60.0,78.0,65.0,59.0,43.0,75.0,62.0,67.0,78.0,75.0,52.0,81.0,94.0,87.0,77.0,62.0,63.0,41.0,81,88,91000.0,21000000.0
Bartra,Spain,Borussia Dortmund,CB ,26,2010,78.0,79.0,73.0,76.0,55.0,56.0,70.0,45.0,82.0,86.0,86.0,78.0,62.0,82.0,52.0,61.0,81.0,79.0,64.0,84.0,77.0,66.0,78.0,68.0,75.0,43.0,81,83,61000.0,18000000.0
R. Rodríguez,Switzerland,Milan,CB LB ,24,2179,73.0,75.0,73.0,81.0,87.0,82.0,76.0,84.0,64.0,81.0,73.0,79.0,72.0,76.0,83.0,68.0,82.0,78.0,78.0,81.0,74.0,75.0,79.0,70.0,74.0,67.0,81,84,83000.0,18500000.0
T. Meunier,Belgium,Paris Saint-Germain,RM RB ,25,2141,72.0,73.0,63.0,78.0,81.0,69.0,81.0,56.0,72.0,74.0,72.0,74.0,76.0,80.0,65.0,78.0,79.0,79.0,77.0,79.0,80.0,92.0,82.0,85.0,71.0,79.0,81,84,77000.0,18500000.0
Mário Fernandes,Russia,CSKA Moscow,RM RWB ,26,2086,79.0,77.0,79.0,76.0,76.0,66.0,77.0,39.0,73.0,77.0,83.0,74.0,62.0,82.0,53.0,76.0,80.0,78.0,72.0,84.0,88.0,81.0,81.0,75.0,69.0,52.0,81,82,52000.0,17000000.0
S. Coates,Uruguay,Sporting CP,CB ,26,1723,50.0,82.0,33.0,74.0,17.0,47.0,65.0,19.0,80.0,80.0,62.0,73.0,30.0,76.0,42.0,49.0,74.0,73.0,62.0,85.0,64.0,79.0,84.0,93.0,50.0,55.0,81,83,21000.0,18000000.0
S. Aurier,Ivory Coast,Tottenham Hotspur,RB ,24,2136,84.0,83.0,76.0,75.0,80.0,69.0,76.0,30.0,75.0,76.0,93.0,72.0,58.0,77.0,66.0,74.0,81.0,76.0,78.0,82.0,84.0,87.0,80.0,81.0,71.0,50.0,81,85,79000.0,19000000.0
D. Lovren,Croatia,Liverpool,CB ,27,1739,57.0,87.0,53.0,69.0,59.0,26.0,63.0,18.0,77.0,82.0,82.0,66.0,34.0,78.0,52.0,21.0,75.0,68.0,63.0,85.0,55.0,70.0,82.0,86.0,56.0,42.0,81,83,110000.0,17500000.0
Sergi Roberto,Spain,FC Barcelona,CM CDM RB ,25,2071,76.0,64.0,69.0,72.0,81.0,70.0,74.0,61.0,62.0,81.0,52.0,77.0,66.0,80.0,57.0,69.0,78.0,85.0,65.0,81.0,78.0,78.0,82.0,75.0,80.0,46.0,81,86,140000.0,19500000.0
Nacho Fernández,Spain,Real Madrid CF,RB LB CB ,27,1838,72.0,74.0,60.0,73.0,70.0,55.0,55.0,37.0,80.0,81.0,81.0,61.0,28.0,81.0,45.0,37.0,72.0,77.0,54.0,83.0,80.0,79.0,82.0,78.0,53.0,38.0,81,83,145000.0,17500000.0
Marcano,Spain,FC Porto,CB ,30,1786,67.0,79.0,58.0,70.0,49.0,39.0,54.0,37.0,83.0,82.0,90.0,67.0,42.0,80.0,35.0,30.0,70.0,73.0,65.0,77.0,69.0,76.0,82.0,77.0,48.0,34.0,80,80,18000.0,11000000.0
H. Moreno,Mexico,Roma,LB CB ,29,1882,66.0,78.0,66.0,76.0,64.0,48.0,56.0,28.0,84.0,76.0,74.0,68.0,44.0,83.0,63.0,46.0,78.0,75.0,64.0,82.0,66.0,71.0,80.0,75.0,59.0,55.0,80,80,71000.0,11500000.0
D. Criscito,Italy,Zenit St. Petersburg,CB LB ,30,2093,78.0,79.0,68.0,75.0,83.0,71.0,72.0,61.0,69.0,77.0,80.0,75.0,59.0,78.0,70.0,68.0,78.0,77.0,68.0,82.0,77.0,90.0,80.0,73.0,71.0,62.0,80,80,67000.0,10500000.0
Coke,Spain,FC Schalke 04,RM RB ,30,2030,75.0,74.0,68.0,63.0,81.0,70.0,72.0,36.0,83.0,77.0,74.0,66.0,60.0,76.0,74.0,62.0,84.0,76.0,70.0,80.0,75.0,78.0,82.0,69.0,60.0,43.0,80,80,44000.0,10500000.0
M. Darmian,Italy,Manchester United,RB LB ,27,2005,78.0,76.0,80.0,76.0,71.0,69.0,74.0,35.0,68.0,79.0,73.0,66.0,56.0,81.0,45.0,64.0,80.0,76.0,69.0,82.0,77.0,88.0,84.0,65.0,63.0,59.0,80,81,120000.0,13500000.0
S. Bender,Germany,Bayer 04 Leverkusen,CDM CB ,28,1866,67.0,82.0,63.0,81.0,43.0,33.0,58.0,30.0,75.0,80.0,73.0,69.0,62.0,80.0,34.0,49.0,78.0,73.0,73.0,88.0,72.0,86.0,86.0,76.0,65.0,54.0,80,81,59000.0,13500000.0
Nacho Monreal,Spain,Arsenal,CB LB ,31,2008,74.0,74.0,73.0,76.0,78.0,74.0,73.0,59.0,67.0,83.0,75.0,61.0,61.0,80.0,61.0,64.0,79.0,77.0,71.0,81.0,72.0,83.0,82.0,65.0,66.0,56.0,80,80,110000.0,9500000.0
Sidnei,Brazil,RC Deportivo de La Coruña,CB ,27,1787,42.0,77.0,51.0,71.0,56.0,36.0,69.0,39.0,74.0,80.0,63.0,68.0,50.0,80.0,58.0,44.0,75.0,71.0,61.0,79.0,58.0,69.0,82.0,90.0,44.0,43.0,80,82,29000.0,14500000.0
R. Thomas,France,Angers SCO,CB ,29,1654,55.0,74.0,54.0,76.0,50.0,39.0,28.0,34.0,80.0,82.0,68.0,72.0,28.0,79.0,55.0,28.0,72.0,76.0,65.0,79.0,54.0,61.0,81.0,86.0,37.0,18.0,80,80,32000.0,11500000.0
Luiz Gustavo,Brazil,Olympique de Marseille,CB CM CDM ,29,1971,65.0,88.0,65.0,76.0,61.0,42.0,68.0,45.0,73.0,83.0,75.0,75.0,71.0,74.0,58.0,51.0,79.0,77.0,80.0,85.0,64.0,77.0,83.0,78.0,68.0,54.0,80,80,37000.0,11500000.0
R. Bertrand,England,Southampton,LB ,27,2027,79.0,73.0,76.0,76.0,82.0,74.0,77.0,66.0,69.0,77.0,71.0,70.0,54.0,79.0,52.0,63.0,76.0,76.0,59.0,82.0,79.0,83.0,82.0,73.0,51.0,43.0,80,80,86000.0,12000000.0
Jardel,Brazil,SL Benfica,CB ,31,1655,55.0,85.0,34.0,71.0,46.0,30.0,52.0,35.0,84.0,77.0,66.0,53.0,37.0,81.0,57.0,30.0,71.0,62.0,58.0,78.0,64.0,67.0,84.0,90.0,47.0,27.0,80,80,16000.0,10000000.0
P. Evra,France,Olympique de Marseille,LB ,36,2023,73.0,83.0,78.0,80.0,78.0,76.0,74.0,51.0,80.0,85.0,86.0,69.0,63.0,78.0,57.0,68.0,78.0,75.0,72.0,82.0,70.0,68.0,79.0,69.0,62.0,53.0,80,80,25000.0,1700000.0
P. Jagielka,England,Everton,CB ,34,1918,47.0,79.0,51.0,76.0,55.0,55.0,49.0,31.0,79.0,81.0,83.0,66.0,54.0,81.0,68.0,51.0,74.0,71.0,69.0,81.0,52.0,71.0,84.0,80.0,39.0,44.0,80,80,110000.0,4500000.0
J. Mathieu,France,Sporting CP,LB CB ,33,1996,67.0,80.0,55.0,76.0,79.0,80.0,59.0,71.0,80.0,82.0,67.0,77.0,74.0,79.0,60.0,53.0,76.0,69.0,79.0,75.0,76.0,76.0,83.0,90.0,42.0,61.0,80,80,21000.0,6000000.0
M. Topal,Turkey,Fenerbahçe SK,CB CM CDM ,31,2051,67.0,70.0,66.0,75.0,56.0,60.0,72.0,54.0,76.0,86.0,80.0,76.0,73.0,78.0,68.0,56.0,80.0,77.0,84.0,79.0,68.0,90.0,85.0,79.0,58.0,54.0,80,80,73000.0,10000000.0
J. Milner,England,Liverpool,CM LB ,31,2155,69.0,79.0,72.0,86.0,85.0,81.0,77.0,77.0,69.0,76.0,64.0,81.0,77.0,76.0,83.0,75.0,84.0,84.0,85.0,79.0,66.0,91.0,77.0,73.0,77.0,76.0,80,80,110000.0,9500000.0
A. Granqvist,Sweden,FC Krasnodar,CB ,32,1798,46.0,81.0,55.0,78.0,49.0,36.0,49.0,40.0,81.0,82.0,64.0,67.0,59.0,83.0,79.0,54.0,76.0,73.0,74.0,79.0,49.0,67.0,83.0,83.0,49.0,37.0,80,80,50000.0,8500000.0
G. Paletta,Italy,Milan,CB ,31,1617,49.0,84.0,46.0,74.0,30.0,48.0,55.0,35.0,76.0,84.0,80.0,61.0,44.0,84.0,35.0,28.0,76.0,55.0,60.0,80.0,53.0,69.0,84.0,87.0,18.0,30.0,80,80,96000.0,10000000.0
G. Cabral,Argentina,RC Celta de Vigo,CB ,31,1681,43.0,84.0,59.0,71.0,35.0,33.0,49.0,48.0,81.0,80.0,86.0,59.0,29.0,82.0,47.0,40.0,76.0,74.0,50.0,84.0,42.0,73.0,79.0,78.0,49.0,28.0,80,80,29000.0,10000000.0
D. Basta,Serbia,Lazio,RM RB ,32,2097,77.0,76.0,70.0,78.0,78.0,72.0,76.0,66.0,72.0,82.0,70.0,74.0,76.0,78.0,55.0,66.0,78.0,76.0,80.0,80.0,76.0,82.0,82.0,74.0,56.0,64.0,80,80,54000.0,8000000.0
V. Denisov,Uzbekistan,Lokomotiv Moscow,LB ,30,1988,86.0,82.0,69.0,61.0,73.0,65.0,73.0,62.0,66.0,87.0,71.0,65.0,53.0,76.0,31.0,60.0,74.0,67.0,75.0,83.0,80.0,91.0,80.0,72.0,63.0,57.0,80,80,50000.0,10500000.0
Eric Botteghin,Brazil,Feyenoord,CB ,29,1601,35.0,76.0,35.0,71.0,30.0,25.0,41.0,43.0,79.0,83.0,82.0,69.0,40.0,83.0,52.0,30.0,72.0,61.0,59.0,75.0,34.0,72.0,83.0,91.0,32.0,25.0,80,80,22000.0,11500000.0
J. Brooks,United States,VfL Wolfsburg,CB ,24,1738,69.0,76.0,60.0,77.0,36.0,30.0,65.0,28.0,86.0,80.0,74.0,72.0,29.0,79.0,45.0,40.0,74.0,71.0,50.0,80.0,78.0,64.0,83.0,84.0,57.0,32.0,80,85,57000.0,17000000.0
M. Nastasić,Serbia,FC Schalke 04,CB ,24,1730,66.0,78.0,64.0,78.0,46.0,47.0,35.0,28.0,79.0,78.0,81.0,67.0,22.0,81.0,47.0,30.0,79.0,69.0,44.0,86.0,74.0,65.0,84.0,78.0,55.0,32.0,80,84,38000.0,16500000.0
S. Kolašinac,Bosnia Herzegovina,Arsenal,LM LB ,24,1888,73.0,91.0,52.0,70.0,74.0,43.0,63.0,25.0,73.0,71.0,76.0,49.0,52.0,78.0,44.0,62.0,78.0,68.0,82.0,84.0,82.0,85.0,83.0,91.0,56.0,31.0,80,83,91000.0,15500000.0
J. Hector,Germany,1. FC Köln,LB CDM ,27,2065,76.0,72.0,67.0,80.0,79.0,65.0,74.0,65.0,73.0,81.0,63.0,75.0,61.0,77.0,65.0,62.0,80.0,80.0,69.0,81.0,77.0,84.0,81.0,77.0,72.0,51.0,80,81,42000.0,14000000.0
Grimaldo,Spain,SL Benfica,LB ,21,2092,87.0,65.0,82.0,77.0,78.0,77.0,82.0,80.0,64.0,78.0,64.0,68.0,67.0,74.0,51.0,71.0,82.0,75.0,73.0,77.0,86.0,88.0,76.0,67.0,60.0,58.0,80,87,12000.0,17500000.0
Ricardo Pereira,Portugal,FC Porto,RM LB RB ,23,2120,89.0,75.0,84.0,81.0,80.0,76.0,83.0,42.0,64.0,79.0,76.0,78.0,62.0,78.0,53.0,78.0,80.0,80.0,67.0,75.0,88.0,82.0,80.0,62.0,75.0,53.0,80,86,15000.0,17000000.0
Alex Telles,Brazil,FC Porto,LB ,24,2159,82.0,78.0,78.0,76.0,86.0,85.0,79.0,77.0,67.0,76.0,81.0,82.0,67.0,75.0,63.0,73.0,80.0,76.0,75.0,76.0,84.0,89.0,77.0,64.0,67.0,66.0,80,84,15000.0,16000000.0
Jemerson,Brazil,AS Monaco,CB ,24,1700,64.0,76.0,63.0,76.0,30.0,26.0,54.0,26.0,79.0,82.0,84.0,60.0,35.0,79.0,54.0,26.0,82.0,70.0,45.0,80.0,63.0,67.0,82.0,78.0,46.0,46.0,80,86,35000.0,17500000.0
M. Schmelzer,Germany,Borussia Dortmund,LM LB ,29,2000,75.0,81.0,66.0,72.0,79.0,74.0,63.0,72.0,73.0,78.0,74.0,66.0,60.0,79.0,46.0,54.0,78.0,74.0,74.0,81.0,84.0,86.0,82.0,75.0,52.0,47.0,80,80,63000.0,11000000.0
D. Rugani,Italy,Juventus,CB ,22,1691,54.0,70.0,59.0,70.0,40.0,45.0,64.0,25.0,80.0,84.0,81.0,59.0,39.0,84.0,36.0,28.0,74.0,65.0,58.0,82.0,66.0,68.0,84.0,80.0,50.0,35.0,80,88,88000.0,19000000.0
L. Kurzawa,France,Paris Saint-Germain,LB ,24,2139,81.0,75.0,77.0,76.0,83.0,73.0,77.0,53.0,76.0,76.0,82.0,72.0,67.0,76.0,62.0,76.0,80.0,81.0,69.0,81.0,74.0,80.0,79.0,72.0,75.0,61.0,80,85,69000.0,16500000.0
Daniel Carriço,Portugal,Sevilla FC,CDM CB ,28,1936,54.0,88.0,59.0,81.0,61.0,39.0,58.0,54.0,79.0,82.0,91.0,79.0,50.0,76.0,62.0,57.0,75.0,78.0,66.0,80.0,59.0,70.0,82.0,77.0,62.0,47.0,80,81,23000.0,13500000.0
M. Antonio,England,West Ham United,RWB RM ST ,27,2074,82.0,75.0,86.0,70.0,73.0,66.0,83.0,60.0,88.0,40.0,84.0,67.0,72.0,44.0,73.0,77.0,76.0,73.0,76.0,53.0,87.0,78.0,56.0,86.0,65.0,69.0,80,81,120000.0,17500000.0
Maicon,Brazil,Galatasaray SK,CB ,28,1882,58.0,88.0,34.0,71.0,70.0,70.0,55.0,74.0,83.0,79.0,71.0,73.0,67.0,81.0,52.0,44.0,66.0,66.0,85.0,77.0,67.0,71.0,84.0,88.0,52.0,29.0,80,80,68000.0,12000000.0
K. Vogt,Germany,TSG 1899 Hoffenheim,CDM CB ,25,1953,66.0,81.0,59.0,71.0,60.0,50.0,67.0,62.0,78.0,82.0,55.0,83.0,57.0,76.0,53.0,55.0,77.0,74.0,78.0,78.0,85.0,75.0,81.0,85.0,67.0,51.0,80,82,40000.0,15000000.0
D. Blind,Netherlands,Manchester United,CB LB ,27,2078,63.0,70.0,72.0,83.0,80.0,84.0,73.0,62.0,71.0,82.0,71.0,80.0,62.0,80.0,56.0,68.0,84.0,81.0,68.0,76.0,58.0,86.0,83.0,74.0,76.0,62.0,80,81,120000.0,13500000.0
A. Oxlade-Chamberlain,England,Liverpool,RWB LM RM ,23,2004,87.0,66.0,84.0,73.0,75.0,67.0,85.0,53.0,39.0,51.0,66.0,73.0,74.0,52.0,69.0,74.0,74.0,78.0,75.0,54.0,88.0,76.0,57.0,70.0,72.0,58.0,80,85,105000.0,20000000.0
Hugo Mallo,Spain,RC Celta de Vigo,CB RB ,26,1912,73.0,76.0,78.0,70.0,84.0,78.0,69.0,38.0,63.0,80.0,82.0,68.0,39.0,75.0,23.0,46.0,80.0,70.0,74.0,82.0,75.0,90.0,80.0,69.0,64.0,28.0,80,83,29000.0,15000000.0
Y. Rakitskyi,Ukraine,Shakhtar Donetsk,CB ,27,2115,69.0,82.0,72.0,78.0,68.0,75.0,69.0,77.0,69.0,82.0,74.0,84.0,84.0,82.0,50.0,53.0,77.0,78.0,87.0,81.0,74.0,82.0,83.0,75.0,75.0,53.0,80,82,1000.0,14500000.0
Antunes,Portugal,Getafe CF,LB ,30,2139,78.0,75.0,78.0,70.0,81.0,82.0,74.0,80.0,57.0,80.0,63.0,76.0,84.0,74.0,61.0,70.0,75.0,73.0,87.0,81.0,82.0,86.0,79.0,69.0,66.0,69.0,79,79,29000.0,9000000.0
A. Ogbonna,Italy,West Ham United,CB ,29,1726,69.0,70.0,60.0,73.0,51.0,51.0,61.0,36.0,77.0,82.0,74.0,67.0,46.0,80.0,39.0,30.0,70.0,68.0,71.0,81.0,70.0,70.0,82.0,82.0,50.0,30.0,79,79,105000.0,10000000.0
N. Amrabat,Morocco,CD Leganés,CAM RWB RM ,30,2070,83.0,67.0,88.0,69.0,80.0,77.0,83.0,68.0,68.0,54.0,56.0,67.0,72.0,47.0,77.0,73.0,74.0,78.0,81.0,55.0,80.0,69.0,65.0,77.0,78.0,73.0,79,79,69000.0,12000000.0
Marcelo,Brazil,Olympique Lyonnais,CB ,30,1773,61.0,73.0,49.0,76.0,26.0,39.0,62.0,41.0,82.0,79.0,72.0,75.0,30.0,78.0,51.0,39.0,74.0,74.0,76.0,75.0,70.0,74.0,80.0,90.0,43.0,42.0,79,79,68000.0,9500000.0
S. Prödl,Austria,Watford,CB ,30,1526,38.0,85.0,30.0,68.0,44.0,32.0,30.0,38.0,87.0,74.0,64.0,49.0,32.0,80.0,35.0,37.0,73.0,60.0,47.0,76.0,36.0,65.0,83.0,89.0,46.0,22.0,79,79,63000.0,9500000.0
S. Tasci,Germany,Spartak Moscow,CB ,30,1805,67.0,75.0,59.0,70.0,50.0,37.0,63.0,45.0,82.0,79.0,81.0,78.0,34.0,76.0,42.0,39.0,78.0,76.0,64.0,77.0,66.0,43.0,78.0,78.0,57.0,50.0,79,79,67000.0,9500000.0
F. Johnson,United States,Borussia Mönchengladbach,RB LM ,29,2068,84.0,74.0,76.0,72.0,79.0,72.0,79.0,57.0,60.0,65.0,69.0,72.0,59.0,70.0,53.0,78.0,80.0,79.0,69.0,73.0,89.0,80.0,75.0,64.0,74.0,66.0,79,79,48000.0,12500000.0
W. Reid,New Zealand,West Ham United,CB ,28,1753,67.0,82.0,57.0,71.0,28.0,33.0,43.0,38.0,81.0,79.0,72.0,62.0,53.0,78.0,55.0,42.0,78.0,62.0,72.0,82.0,71.0,74.0,81.0,84.0,44.0,30.0,79,80,105000.0,11500000.0
K. Papadopoulos,Greece,Hamburger SV,CB ,25,1737,61.0,92.0,53.0,68.0,44.0,40.0,40.0,43.0,90.0,65.0,91.0,50.0,58.0,79.0,46.0,35.0,73.0,56.0,68.0,80.0,63.0,62.0,82.0,90.0,44.0,44.0,79,82,40000.0,13500000.0
B. Hübner,Germany,TSG 1899 Hoffenheim,CB ,27,1659,54.0,76.0,47.0,69.0,47.0,40.0,58.0,42.0,83.0,79.0,61.0,49.0,22.0,82.0,50.0,41.0,78.0,57.0,52.0,79.0,55.0,62.0,84.0,78.0,51.0,45.0,79,79,42000.0,10500000.0
Mariano,Brazil,Galatasaray SK,RM RB ,31,2102,86.0,76.0,74.0,70.0,83.0,82.0,71.0,56.0,66.0,74.0,70.0,73.0,68.0,69.0,61.0,74.0,77.0,76.0,84.0,81.0,79.0,86.0,75.0,69.0,69.0,58.0,79,79,65000.0,8000000.0
Balenziaga,Spain,Athletic Club de Bilbao,LB ,29,1957,73.0,76.0,68.0,69.0,81.0,78.0,67.0,33.0,70.0,77.0,78.0,72.0,54.0,79.0,44.0,54.0,73.0,75.0,61.0,80.0,76.0,87.0,81.0,72.0,62.0,50.0,79,79,31000.0,9500000.0
A. Kolarov,Serbia,Roma,CB LB ,31,2173,64.0,85.0,63.0,85.0,89.0,85.0,78.0,81.0,80.0,80.0,81.0,77.0,80.0,74.0,74.0,69.0,81.0,73.0,91.0,80.0,67.0,75.0,81.0,76.0,76.0,64.0,79,79,68000.0,8000000.0
I. Smolnikov,Russia,Zenit St. Petersburg,RB ,28,2047,84.0,65.0,80.0,73.0,69.0,49.0,72.0,46.0,69.0,71.0,85.0,76.0,57.0,75.0,41.0,77.0,75.0,80.0,67.0,81.0,90.0,93.0,74.0,68.0,75.0,57.0,79,79,71000.0,10000000.0
Maurício,Brazil,Lazio,RB CB ,28,1789,68.0,84.0,57.0,74.0,40.0,44.0,50.0,45.0,78.0,78.0,88.0,62.0,53.0,80.0,52.0,32.0,74.0,67.0,56.0,79.0,69.0,71.0,79.0,80.0,46.0,51.0,79,79,57000.0,10000000.0
Lucas Leiva,Brazil,Lazio,CB CDM ,30,1862,50.0,83.0,70.0,78.0,63.0,66.0,69.0,47.0,65.0,84.0,82.0,72.0,35.0,77.0,61.0,49.0,79.0,77.0,71.0,79.0,41.0,72.0,80.0,71.0,67.0,47.0,79,79,54000.0,9500000.0
C. Ansaldi,Argentina,Torino,LB ,30,2056,77.0,80.0,79.0,81.0,78.0,76.0,80.0,45.0,63.0,75.0,70.0,76.0,66.0,78.0,52.0,65.0,79.0,77.0,60.0,80.0,83.0,87.0,79.0,69.0,73.0,51.0,79,79,68000.0,9000000.0
P. Zabaleta,Argentina,West Ham United,RB ,32,2033,61.0,89.0,69.0,76.0,74.0,68.0,73.0,66.0,75.0,84.0,84.0,64.0,57.0,78.0,64.0,71.0,85.0,72.0,66.0,82.0,61.0,69.0,83.0,78.0,66.0,53.0,79,79,99000.0,7000000.0
V. Berezutskiy,Russia,CSKA Moscow,CB ,35,1718,52.0,80.0,34.0,75.0,59.0,51.0,45.0,43.0,78.0,78.0,69.0,79.0,41.0,85.0,45.0,37.0,70.0,74.0,71.0,80.0,52.0,53.0,83.0,85.0,62.0,39.0,79,79,37000.0,3000000.0
S. Corchia,France,Sevilla FC,RB ,26,2114,77.0,76.0,76.0,70.0,79.0,78.0,75.0,80.0,70.0,78.0,68.0,74.0,72.0,78.0,67.0,72.0,76.0,76.0,75.0,79.0,77.0,79.0,78.0,67.0,70.0,58.0,79,80,22000.0,12000000.0
Luisão,Brazil,SL Benfica,CB ,36,1653,32.0,75.0,32.0,81.0,50.0,36.0,50.0,48.0,82.0,81.0,61.0,58.0,45.0,73.0,66.0,30.0,69.0,65.0,68.0,80.0,34.0,50.0,85.0,92.0,48.0,51.0,79,79,11000.0,1700000.0
V. Moses,Nigeria,Chelsea,LM RM RWB ,26,2103,84.0,45.0,80.0,75.0,75.0,75.0,84.0,61.0,69.0,72.0,66.0,70.0,68.0,70.0,71.0,76.0,76.0,73.0,75.0,73.0,83.0,87.0,72.0,80.0,71.0,63.0,79,81,115000.0,12500000.0
José Fonte,Portugal,West Ham United,CB ,33,1630,44.0,84.0,56.0,69.0,36.0,33.0,58.0,32.0,76.0,81.0,73.0,56.0,29.0,78.0,43.0,40.0,78.0,62.0,29.0,77.0,43.0,66.0,79.0,80.0,55.0,34.0,79,79,99000.0,5000000.0
R. Shawcross,England,Stoke City,CB ,29,1671,46.0,87.0,62.0,69.0,33.0,34.0,42.0,24.0,83.0,80.0,68.0,69.0,28.0,79.0,48.0,31.0,73.0,63.0,44.0,79.0,51.0,76.0,80.0,89.0,50.0,35.0,79,79,78000.0,10000000.0
J. Evans,Northern Ireland,West Bromwich Albion,LB CB ,29,1706,65.0,78.0,50.0,72.0,52.0,32.0,39.0,25.0,81.0,81.0,80.0,62.0,24.0,78.0,44.0,28.0,78.0,72.0,42.0,82.0,65.0,69.0,81.0,75.0,55.0,46.0,79,79,78000.0,10000000.0
Danilo,Brazil,Udinese,CB ,33,1625,49.0,78.0,46.0,74.0,30.0,34.0,45.0,38.0,72.0,86.0,76.0,66.0,49.0,86.0,50.0,25.0,74.0,60.0,72.0,82.0,52.0,49.0,84.0,74.0,42.0,22.0,79,79,34000.0,5000000.0
N. Pareja,Argentina,Sevilla FC,CB ,33,1917,42.0,83.0,45.0,83.0,65.0,70.0,59.0,78.0,80.0,80.0,69.0,77.0,69.0,77.0,69.0,43.0,82.0,76.0,77.0,76.0,35.0,43.0,80.0,77.0,56.0,49.0,79,79,22000.0,5000000.0
S. Radu,Romania,Lazio,CB LB ,30,1972,72.0,75.0,70.0,76.0,67.0,45.0,66.0,48.0,70.0,85.0,65.0,67.0,74.0,85.0,57.0,55.0,78.0,71.0,79.0,85.0,72.0,71.0,86.0,75.0,60.0,51.0,79,79,54000.0,9000000.0
D. Abraham,Argentina,Eintracht Frankfurt,CB ,30,1881,76.0,80.0,61.0,78.0,44.0,45.0,44.0,67.0,78.0,74.0,77.0,75.0,65.0,78.0,54.0,31.0,76.0,73.0,74.0,78.0,83.0,68.0,83.0,80.0,49.0,65.0,79,79,35000.0,9500000.0
Bernat,Spain,FC Bayern Munich,LM LB ,24,2069,84.0,71.0,86.0,70.0,82.0,76.0,84.0,51.0,53.0,75.0,73.0,64.0,62.0,78.0,53.0,74.0,80.0,79.0,63.0,79.0,74.0,77.0,81.0,57.0,70.0,59.0,79,83,81000.0,13500000.0
Gayà,Spain,Valencia CF,LM LB ,22,2062,83.0,74.0,80.0,70.0,81.0,80.0,77.0,49.0,60.0,76.0,75.0,75.0,59.0,77.0,52.0,72.0,78.0,78.0,58.0,79.0,89.0,77.0,76.0,61.0,70.0,59.0,79,84,31000.0,14000000.0
N. Tagliafico,Argentina,Independiente,CB LB ,24,2006,92.0,73.0,83.0,73.0,67.0,61.0,74.0,40.0,76.0,77.0,84.0,66.0,44.0,79.0,46.0,66.0,74.0,69.0,66.0,78.0,85.0,88.0,78.0,62.0,68.0,33.0,79,84,23000.0,14000000.0
E. Hysaj,Albania,Napoli,RB ,23,1911,78.0,79.0,76.0,73.0,76.0,40.0,72.0,30.0,66.0,78.0,69.0,68.0,43.0,77.0,40.0,63.0,78.0,74.0,68.0,80.0,84.0,85.0,80.0,69.0,56.0,40.0,79,83,58000.0,13500000.0
João Cancelo,Portugal,Inter,RM RW RB ,23,2116,93.0,69.0,78.0,69.0,80.0,81.0,82.0,69.0,64.0,69.0,73.0,73.0,66.0,74.0,46.0,80.0,78.0,78.0,80.0,76.0,91.0,81.0,78.0,66.0,66.0,55.0,79,86,31000.0,15000000.0
A. Romagnoli,Italy,Milan,CB ,22,1683,64.0,82.0,58.0,74.0,36.0,36.0,63.0,24.0,76.0,82.0,77.0,67.0,46.0,82.0,34.0,26.0,74.0,67.0,60.0,78.0,68.0,71.0,82.0,76.0,40.0,24.0,79,87,83000.0,16000000.0
