Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Jumping,Long passing,Long shots,Penalties,Positioning,Short passing,Shot power,Sprint speed,Stamina,Vision,Volleys,Strength,Reactions,Overall,Potential,Wage,Value
Suso,Spain,Milan,RW ,23,1911,84.0,23.0,86.0,86.0,89.0,76.0,81.0,84.0,87.0,70.0,80.0,50.0,50.0,75.0,82.0,72.0,76.0,83.0,78.0,80.0,77.0,82.0,72.0,50.0,78.0,82,87,110000.0,29500000.0
Deulofeu,Spain,FC Barcelona,RW LW ,23,1946,93.0,40.0,93.0,79.0,87.0,76.0,76.0,84.0,89.0,70.0,78.0,40.0,72.0,62.0,65.0,78.0,78.0,79.0,72.0,93.0,78.0,74.0,68.0,59.0,78.0,82,89,165000.0,31000000.0
K. Mitroglou,Greece,Olympique de Marseille,ST ,29,1800,53.0,83.0,50.0,34.0,78.0,80.0,60.0,72.0,75.0,82.0,71.0,85.0,79.0,59.0,78.0,61.0,83.0,66.0,85.0,62.0,71.0,66.0,80.0,90.0,79.0,81,81,44000.0,18000000.0
D. Perotti,Argentina,Roma,CF LW ,28,1921,84.0,51.0,80.0,79.0,87.0,81.0,79.0,72.0,86.0,66.0,64.0,57.0,64.0,69.0,75.0,90.0,78.0,82.0,73.0,78.0,75.0,84.0,60.0,54.0,80.0,81,81,84000.0,18000000.0
C. Benteke,Belgium,Crystal Palace,ST ,26,1872,70.0,63.0,69.0,48.0,80.0,78.0,58.0,60.0,73.0,79.0,67.0,87.0,82.0,48.0,74.0,77.0,76.0,72.0,85.0,76.0,74.0,73.0,73.0,90.0,72.0,81,83,75000.0,22000000.0
N. Kalinić,Croatia,Milan,ST ,29,1892,69.0,70.0,69.0,58.0,79.0,78.0,60.0,64.0,74.0,85.0,54.0,80.0,68.0,48.0,68.0,70.0,90.0,72.0,78.0,77.0,79.0,66.0,80.0,78.0,85.0,81,81,84000.0,18000000.0
S. Jovetić,Montenegro,AS Monaco,CAM ST ,27,1977,75.0,50.0,80.0,69.0,88.0,80.0,72.0,85.0,85.0,80.0,72.0,74.0,70.0,64.0,82.0,80.0,80.0,80.0,82.0,78.0,68.0,78.0,79.0,72.0,76.0,81,82,48000.0,21000000.0
Marcos Alonso,Spain,Chelsea,LB LM LWB ,26,2118,74.0,72.0,68.0,58.0,79.0,75.0,81.0,75.0,78.0,64.0,80.0,70.0,70.0,73.0,75.0,64.0,73.0,79.0,79.0,79.0,90.0,65.0,52.0,79.0,82.0,81,83,115000.0,17500000.0
S. Eto'o,Cameroon,Antalyaspor,ST ,36,2029,73.0,75.0,78.0,74.0,78.0,84.0,69.0,78.0,80.0,85.0,72.0,75.0,89.0,71.0,75.0,85.0,83.0,76.0,85.0,75.0,65.0,75.0,80.0,70.0,77.0,81,81,22000.0,6500000.0
Fernando Torres,Spain,Atlético Madrid,ST ,33,1884,74.0,62.0,74.0,54.0,81.0,69.0,68.0,80.0,82.0,77.0,63.0,77.0,75.0,51.0,73.0,74.0,82.0,79.0,83.0,77.0,61.0,76.0,81.0,76.0,73.0,81,81,68000.0,11000000.0
W. Rooney,England,Everton,ST CAM ,31,2127,67.0,81.0,71.0,77.0,80.0,88.0,78.0,84.0,73.0,80.0,81.0,75.0,76.0,82.0,79.0,83.0,79.0,81.0,86.0,68.0,78.0,80.0,83.0,83.0,83.0,81,81,120000.0,15500000.0
M. Valbuena,France,Fenerbahçe SK,LM CAM LW ,32,1932,81.0,52.0,87.0,93.0,82.0,64.0,79.0,82.0,83.0,74.0,77.0,50.0,60.0,77.0,77.0,68.0,76.0,81.0,74.0,79.0,73.0,77.0,76.0,34.0,77.0,81,81,86000.0,14000000.0
A. Gignac,France,Tigres U.A.N.L.,ST ,31,2001,74.0,80.0,66.0,59.0,73.0,80.0,72.0,77.0,75.0,86.0,70.0,78.0,70.0,68.0,80.0,78.0,81.0,72.0,84.0,71.0,72.0,72.0,80.0,89.0,76.0,81,81,84000.0,16000000.0
H. Ben Arfa,France,Paris Saint-Germain,ST CAM ,30,1997,79.0,61.0,85.0,79.0,83.0,78.0,74.0,80.0,89.0,75.0,75.0,53.0,76.0,74.0,77.0,87.0,74.0,78.0,80.0,73.0,67.0,78.0,74.0,72.0,75.0,81,81,88000.0,17000000.0
Raúl García,Spain,Athletic Club de Bilbao,RW CAM ,30,2124,54.0,84.0,65.0,63.0,84.0,83.0,77.0,72.0,74.0,73.0,68.0,88.0,73.0,85.0,80.0,76.0,85.0,87.0,84.0,60.0,59.0,82.0,55.0,82.0,86.0,81,81,32000.0,17000000.0
K. Mirallas,Belgium,Everton,LW LM ,29,2059,82.0,58.0,82.0,73.0,85.0,74.0,81.0,77.0,84.0,77.0,76.0,64.0,73.0,77.0,76.0,78.0,80.0,80.0,77.0,84.0,76.0,67.0,76.0,62.0,76.0,81,81,125000.0,17500000.0
J. Vardy,England,Leicester City,ST ,30,2047,91.0,92.0,78.0,77.0,76.0,79.0,63.0,59.0,76.0,83.0,48.0,64.0,74.0,48.0,67.0,76.0,84.0,66.0,85.0,91.0,88.0,72.0,73.0,68.0,86.0,81,81,89000.0,17000000.0
R. Guerreiro,Portugal,Borussia Dortmund,CM LB LWB LM ,23,2171,83.0,69.0,88.0,86.0,83.0,75.0,85.0,84.0,83.0,72.0,82.0,61.0,64.0,74.0,83.0,44.0,76.0,83.0,81.0,72.0,77.0,79.0,76.0,54.0,81.0,81,86,58000.0,24000000.0
D. Berardi,Italy,Sassuolo,RW ,22,1996,85.0,80.0,87.0,73.0,86.0,74.0,76.0,72.0,84.0,77.0,76.0,62.0,66.0,75.0,83.0,80.0,81.0,75.0,83.0,85.0,80.0,77.0,78.0,65.0,75.0,81,87,62000.0,24500000.0
A. Kramarić,Croatia,TSG 1899 Hoffenheim,LW ST ,26,1949,78.0,73.0,79.0,77.0,84.0,77.0,70.0,68.0,86.0,82.0,71.0,69.0,69.0,53.0,78.0,84.0,84.0,79.0,82.0,69.0,76.0,66.0,78.0,68.0,81.0,81,83,50000.0,22000000.0
Gabriel Jesus,Brazil,Manchester City,ST ,20,1967,89.0,56.0,93.0,92.0,85.0,84.0,66.0,76.0,87.0,83.0,54.0,66.0,75.0,66.0,73.0,78.0,83.0,75.0,78.0,85.0,84.0,75.0,67.0,63.0,82.0,81,92,115000.0,31000000.0
Malcom,Brazil,Girondins de Bordeaux,RM RW ,20,1943,86.0,51.0,93.0,84.0,85.0,76.0,81.0,79.0,85.0,74.0,82.0,57.0,58.0,73.0,83.0,66.0,76.0,81.0,82.0,80.0,74.0,79.0,72.0,63.0,81.0,81,87,47000.0,24500000.0
Williams,Spain,Athletic Club de Bilbao,LW ST RW ,23,1953,92.0,66.0,78.0,43.0,81.0,71.0,78.0,49.0,82.0,78.0,53.0,67.0,84.0,66.0,76.0,64.0,76.0,79.0,85.0,94.0,77.0,75.0,64.0,84.0,78.0,81,87,31000.0,24500000.0
S. Zaza,Italy,Valencia CF,ST ,26,1971,79.0,85.0,77.0,69.0,80.0,68.0,52.0,68.0,76.0,82.0,56.0,81.0,89.0,45.0,70.0,80.0,83.0,65.0,83.0,79.0,76.0,66.0,84.0,86.0,78.0,81,82,44000.0,21000000.0
Mário Fernandes,Russia,CSKA Moscow,RM RWB ,26,2086,79.0,77.0,79.0,55.0,76.0,76.0,76.0,66.0,77.0,58.0,39.0,73.0,83.0,74.0,62.0,53.0,76.0,78.0,72.0,88.0,81.0,69.0,52.0,75.0,80.0,81,82,52000.0,17000000.0
Y. Belhanda,Morocco,Galatasaray SK,LW CAM ,27,2133,77.0,75.0,87.0,77.0,83.0,72.0,79.0,78.0,86.0,75.0,78.0,67.0,74.0,79.0,81.0,80.0,73.0,79.0,78.0,73.0,79.0,79.0,69.0,63.0,79.0,81,81,71000.0,18500000.0
A. Yarmolenko,Ukraine,Borussia Dortmund,RM RW ,27,2024,81.0,67.0,76.0,69.0,84.0,71.0,82.0,80.0,86.0,78.0,75.0,69.0,68.0,76.0,82.0,69.0,78.0,83.0,77.0,81.0,82.0,79.0,74.0,77.0,78.0,81,81,72000.0,18500000.0
R. Barkley,England,Everton,RW CM RM CAM ,23,2021,77.0,73.0,70.0,58.0,87.0,80.0,65.0,68.0,85.0,69.0,70.0,65.0,63.0,78.0,79.0,65.0,71.0,84.0,80.0,77.0,74.0,81.0,61.0,82.0,77.0,81,86,105000.0,24000000.0
Lucas Pérez,Spain,RC Deportivo de La Coruña,ST ,28,2005,80.0,67.0,74.0,75.0,82.0,76.0,74.0,83.0,81.0,83.0,78.0,68.0,65.0,70.0,82.0,79.0,80.0,77.0,83.0,81.0,73.0,76.0,78.0,73.0,81.0,81,81,135000.0,18500000.0
W. Ben Yedder,France,Sevilla FC,ST ,26,2015,84.0,55.0,91.0,86.0,83.0,82.0,73.0,80.0,85.0,84.0,77.0,74.0,85.0,68.0,69.0,74.0,83.0,77.0,78.0,83.0,76.0,76.0,76.0,57.0,80.0,81,82,26000.0,21000000.0
Felipe Anderson,Brazil,Lazio,RM LW RW ,24,2043,94.0,67.0,90.0,88.0,86.0,82.0,79.0,71.0,87.0,71.0,69.0,44.0,44.0,74.0,84.0,53.0,70.0,78.0,84.0,91.0,78.0,78.0,68.0,53.0,74.0,81,86,57000.0,24000000.0
C. Bakambu,DR Congo,Villarreal CF,LM ST ,26,1967,86.0,62.0,80.0,69.0,82.0,73.0,74.0,68.0,80.0,81.0,54.0,71.0,78.0,66.0,68.0,72.0,82.0,75.0,84.0,88.0,72.0,73.0,78.0,79.0,81.0,81,84,45000.0,22500000.0
Rafinha,Brazil,FC Barcelona,RW RM CM ,24,2078,74.0,44.0,80.0,81.0,84.0,76.0,72.0,75.0,87.0,74.0,61.0,55.0,73.0,75.0,82.0,67.0,77.0,86.0,79.0,74.0,73.0,80.0,76.0,66.0,76.0,81,86,140000.0,23500000.0
I. Piatti,Argentina,Montreal Impact,CF LM LW ,32,2039,79.0,80.0,87.0,81.0,85.0,83.0,68.0,82.0,85.0,81.0,59.0,34.0,32.0,71.0,80.0,79.0,83.0,76.0,81.0,76.0,86.0,71.0,77.0,70.0,82.0,80,80,14000.0,11500000.0
A. Candreva,Italy,Inter,RW CAM RM ,30,2062,77.0,66.0,74.0,76.0,84.0,73.0,85.0,74.0,82.0,74.0,71.0,55.0,35.0,70.0,85.0,83.0,79.0,77.0,87.0,78.0,86.0,74.0,75.0,70.0,78.0,80,80,74000.0,14000000.0
M. Berg,Sweden,,CF ST ,30,1841,74.0,61.0,71.0,71.0,77.0,75.0,56.0,66.0,72.0,82.0,47.0,77.0,74.0,51.0,74.0,70.0,83.0,72.0,79.0,75.0,69.0,66.0,74.0,76.0,75.0,80,80,0.0,0.0
Eder,Italy,Inter,LW ST ,30,1939,86.0,60.0,81.0,80.0,85.0,78.0,72.0,80.0,83.0,81.0,78.0,60.0,50.0,58.0,78.0,78.0,85.0,76.0,80.0,84.0,74.0,78.0,76.0,60.0,78.0,80,80,80000.0,14500000.0
J. Lens,Netherlands,Beşiktaş JK,RW RM ,29,1994,87.0,53.0,75.0,81.0,81.0,76.0,82.0,71.0,83.0,75.0,68.0,63.0,73.0,63.0,75.0,67.0,71.0,79.0,80.0,90.0,76.0,77.0,85.0,76.0,80.0,80,80,17000.0,14500000.0
D. Welbeck,England,Arsenal,ST ,26,1972,83.0,75.0,82.0,63.0,78.0,76.0,69.0,61.0,80.0,75.0,62.0,75.0,80.0,64.0,69.0,70.0,80.0,76.0,77.0,84.0,81.0,72.0,76.0,78.0,78.0,80,81,130000.0,17500000.0
F. Smolov,Russia,FC Krasnodar,ST ,27,1957,89.0,67.0,75.0,66.0,78.0,73.0,56.0,78.0,77.0,82.0,64.0,70.0,67.0,62.0,74.0,74.0,83.0,77.0,80.0,85.0,74.0,75.0,79.0,75.0,74.0,80,81,59000.0,17500000.0
J. Defoe,England,Bournemouth,ST ,34,1880,77.0,63.0,83.0,88.0,77.0,84.0,54.0,63.0,78.0,87.0,68.0,66.0,75.0,43.0,80.0,74.0,87.0,68.0,88.0,72.0,72.0,67.0,82.0,61.0,81.0,80,80,87000.0,8000000.0
A. Dzagoev,Russia,CSKA Moscow,CF CDM CM ,27,2141,81.0,69.0,71.0,72.0,82.0,80.0,77.0,75.0,78.0,73.0,76.0,67.0,74.0,76.0,75.0,65.0,76.0,79.0,79.0,73.0,77.0,81.0,73.0,67.0,80.0,80,81,57000.0,16500000.0
Kaká,Brazil,Orlando City Soccer Club,CF CAM ,35,1832,63.0,45.0,68.0,64.0,83.0,85.0,74.0,84.0,79.0,74.0,70.0,52.0,53.0,73.0,76.0,84.0,77.0,81.0,76.0,61.0,44.0,84.0,84.0,70.0,76.0,80,80,10000.0,6500000.0
L. Podolski,Germany,Vissel Kobe,CAM RM ST ,32,2036,79.0,70.0,69.0,72.0,78.0,79.0,75.0,80.0,78.0,82.0,75.0,65.0,71.0,64.0,81.0,83.0,79.0,77.0,92.0,77.0,68.0,78.0,89.0,78.0,76.0,80,80,13000.0,12000000.0
S. Kalou,Ivory Coast,Hertha BSC Berlin,ST LM ,31,1922,69.0,35.0,77.0,78.0,85.0,79.0,69.0,72.0,87.0,83.0,62.0,76.0,76.0,68.0,67.0,86.0,83.0,78.0,76.0,67.0,67.0,75.0,78.0,68.0,82.0,80,80,38000.0,13000000.0
V. Ibišević,Bosnia Herzegovina,Hertha BSC Berlin,ST ,32,1890,53.0,83.0,65.0,59.0,76.0,79.0,65.0,73.0,72.0,85.0,56.0,83.0,72.0,47.0,66.0,81.0,86.0,78.0,81.0,53.0,64.0,73.0,84.0,79.0,84.0,80,80,41000.0,12000000.0
T. Walcott,England,Arsenal,ST LM RM ,28,1976,92.0,65.0,83.0,79.0,78.0,78.0,74.0,76.0,81.0,77.0,74.0,58.0,66.0,65.0,69.0,74.0,80.0,74.0,76.0,91.0,73.0,72.0,72.0,62.0,77.0,80,80,125000.0,15000000.0
K. Boateng,Ghana,Eintracht Frankfurt,CAM LM ST ,30,2156,73.0,82.0,77.0,68.0,83.0,80.0,75.0,81.0,79.0,75.0,71.0,74.0,79.0,77.0,77.0,67.0,77.0,80.0,84.0,73.0,67.0,76.0,83.0,82.0,73.0,80,80,41000.0,14500000.0
V. Germain,France,Olympique de Marseille,ST ,27,2013,78.0,65.0,91.0,77.0,80.0,78.0,75.0,76.0,76.0,82.0,75.0,79.0,81.0,64.0,77.0,77.0,86.0,78.0,79.0,78.0,82.0,78.0,79.0,61.0,79.0,80,80,42000.0,16000000.0
M. Batshuayi,Belgium,Chelsea,ST ,23,1852,77.0,61.0,78.0,78.0,77.0,81.0,65.0,61.0,76.0,83.0,46.0,73.0,81.0,36.0,76.0,67.0,83.0,64.0,83.0,80.0,65.0,63.0,74.0,82.0,79.0,80,85,120000.0,20000000.0
Leo Baptistao,Brazil,RCD Espanyol,RM ST ,24,1857,77.0,38.0,78.0,67.0,81.0,71.0,69.0,70.0,80.0,79.0,59.0,78.0,70.0,55.0,75.0,65.0,83.0,77.0,77.0,80.0,66.0,69.0,77.0,72.0,81.0,80,83,36000.0,19000000.0
O. Shatov,Russia,Zenit St. Petersburg,RW LW LM ,26,2021,85.0,70.0,83.0,78.0,82.0,76.0,74.0,73.0,82.0,73.0,70.0,55.0,59.0,72.0,74.0,60.0,74.0,80.0,75.0,90.0,73.0,73.0,69.0,66.0,77.0,80,80,74000.0,16000000.0
A. Pléa,France,OGC Nice,RM RW ST ,24,2048,81.0,59.0,79.0,78.0,78.0,76.0,76.0,79.0,78.0,82.0,74.0,74.0,75.0,71.0,80.0,67.0,83.0,76.0,83.0,84.0,83.0,78.0,81.0,80.0,74.0,80,86,41000.0,20500000.0
M. Rashford,England,Manchester United,RM ST LM ,19,2006,93.0,67.0,90.0,78.0,79.0,74.0,72.0,74.0,83.0,79.0,73.0,68.0,63.0,65.0,66.0,74.0,81.0,74.0,82.0,92.0,83.0,73.0,73.0,73.0,80.0,80,89,74000.0,22000000.0
T. Hazard,Belgium,Borussia Mönchengladbach,RM LM CF ,24,2011,85.0,62.0,91.0,81.0,82.0,78.0,85.0,82.0,86.0,79.0,79.0,38.0,64.0,71.0,78.0,73.0,80.0,79.0,78.0,77.0,77.0,81.0,80.0,59.0,80.0,80,84,44000.0,19500000.0
J. Iličić,Slovenia,Atalanta,CAM CF ,29,1946,68.0,58.0,70.0,56.0,87.0,78.0,78.0,77.0,83.0,78.0,84.0,58.0,33.0,74.0,87.0,78.0,78.0,82.0,87.0,72.0,68.0,82.0,80.0,68.0,78.0,80,80,42000.0,15000000.0
S. Rondón,Venezuela,West Bromwich Albion,ST ,27,1792,73.0,74.0,69.0,48.0,78.0,76.0,48.0,53.0,75.0,77.0,52.0,88.0,71.0,40.0,70.0,62.0,82.0,69.0,85.0,76.0,68.0,53.0,73.0,89.0,73.0,80,80,89000.0,16000000.0
Iago Falqué,Spain,Torino,LW RW ,27,1928,80.0,48.0,85.0,86.0,85.0,78.0,78.0,80.0,84.0,75.0,75.0,53.0,36.0,72.0,75.0,77.0,80.0,80.0,62.0,79.0,77.0,78.0,69.0,53.0,78.0,80,80,61000.0,15500000.0
M. Antonio,England,West Ham United,RWB RM ST ,27,2074,82.0,75.0,86.0,76.0,78.0,70.0,73.0,66.0,83.0,74.0,60.0,88.0,84.0,67.0,72.0,73.0,77.0,73.0,76.0,87.0,78.0,65.0,69.0,86.0,76.0,80,81,120000.0,17500000.0
S. El Shaarawy,Italy,Roma,LW ,24,1873,86.0,54.0,85.0,82.0,86.0,74.0,70.0,80.0,84.0,75.0,63.0,51.0,60.0,57.0,74.0,72.0,76.0,74.0,74.0,87.0,70.0,73.0,77.0,54.0,72.0,80,83,71000.0,19000000.0
F. Orellana,Chile,Valencia CF,RW CAM ,31,1919,82.0,54.0,85.0,66.0,83.0,75.0,78.0,81.0,85.0,75.0,79.0,69.0,69.0,68.0,80.0,75.0,75.0,77.0,64.0,78.0,60.0,77.0,61.0,42.0,80.0,80,80,40000.0,13000000.0
A. Schürrle,Germany,Borussia Dortmund,LW ST LM ,26,2037,84.0,66.0,77.0,76.0,79.0,75.0,76.0,80.0,81.0,80.0,68.0,63.0,72.0,59.0,83.0,83.0,80.0,77.0,86.0,83.0,80.0,76.0,82.0,66.0,80.0,80,81,66000.0,17500000.0
A. Oxlade-Chamberlain,England,Liverpool,RWB LM RM ,23,2004,87.0,66.0,84.0,88.0,82.0,73.0,75.0,67.0,85.0,68.0,53.0,39.0,66.0,73.0,74.0,69.0,74.0,78.0,75.0,88.0,76.0,72.0,58.0,70.0,74.0,80,85,105000.0,20000000.0
K. Volland,Germany,Bayer 04 Leverkusen,LW RW ST ,24,2065,78.0,75.0,73.0,84.0,81.0,80.0,78.0,79.0,79.0,80.0,76.0,67.0,77.0,67.0,81.0,72.0,80.0,81.0,85.0,77.0,88.0,81.0,76.0,82.0,81.0,80,83,59000.0,19000000.0
L. Muriel,Colombia,Sevilla FC,ST ,26,1900,87.0,50.0,86.0,77.0,85.0,70.0,60.0,77.0,86.0,80.0,60.0,65.0,62.0,55.0,65.0,74.0,78.0,74.0,82.0,90.0,75.0,73.0,75.0,80.0,76.0,80,83,26000.0,18500000.0
Sergi Enrich,Spain,SD Eibar,ST ,27,1916,63.0,66.0,68.0,66.0,80.0,67.0,70.0,55.0,74.0,83.0,47.0,80.0,77.0,61.0,67.0,63.0,87.0,76.0,74.0,68.0,83.0,72.0,79.0,83.0,82.0,80,81,31000.0,17500000.0
P. Piatti,Argentina,RCD Espanyol,LW RM LM ,28,1970,88.0,55.0,85.0,91.0,80.0,68.0,79.0,81.0,81.0,76.0,58.0,71.0,76.0,70.0,70.0,59.0,80.0,78.0,63.0,83.0,63.0,77.0,72.0,50.0,75.0,79,79,39000.0,12500000.0
S. Wagner,Germany,TSG 1899 Hoffenheim,ST ,29,1730,53.0,88.0,53.0,50.0,74.0,72.0,49.0,55.0,65.0,83.0,54.0,88.0,61.0,42.0,72.0,64.0,83.0,54.0,85.0,65.0,68.0,47.0,75.0,90.0,79.0,79,79,52000.0,12500000.0
N. Amrabat,Morocco,CD Leganés,CAM RWB RM ,30,2070,83.0,67.0,88.0,76.0,79.0,69.0,80.0,77.0,83.0,74.0,68.0,68.0,56.0,67.0,72.0,77.0,73.0,78.0,81.0,80.0,69.0,78.0,73.0,77.0,74.0,79,79,69000.0,12000000.0
Bojan,Spain,Deportivo Alavés,ST CAM ,26,1811,78.0,30.0,84.0,85.0,78.0,74.0,68.0,83.0,77.0,70.0,66.0,42.0,48.0,72.0,70.0,71.0,77.0,81.0,76.0,75.0,67.0,81.0,79.0,43.0,72.0,79,80,82000.0,15000000.0
A. Ayew,Ghana,West Ham United,CAM ST RM ,27,2086,76.0,78.0,86.0,81.0,79.0,74.0,77.0,74.0,78.0,73.0,57.0,76.0,88.0,71.0,75.0,71.0,79.0,77.0,75.0,75.0,86.0,75.0,65.0,71.0,75.0,79,79,110000.0,13000000.0
S. Feghouli,Algeria,Galatasaray SK,RM RW ,27,1901,83.0,53.0,86.0,76.0,82.0,63.0,78.0,57.0,84.0,68.0,68.0,60.0,71.0,67.0,71.0,62.0,77.0,73.0,79.0,88.0,72.0,75.0,68.0,58.0,78.0,79,79,77000.0,13000000.0
Jonathas,Brazil,Hannover 96,ST ,28,1803,72.0,79.0,59.0,53.0,78.0,75.0,61.0,40.0,72.0,80.0,38.0,78.0,75.0,46.0,73.0,73.0,81.0,63.0,85.0,77.0,66.0,65.0,74.0,87.0,74.0,79,79,59000.0,13000000.0
A. Ljajić,Serbia,Torino,CAM LW ,25,1940,82.0,44.0,81.0,79.0,86.0,75.0,72.0,80.0,87.0,72.0,83.0,48.0,63.0,71.0,78.0,75.0,75.0,78.0,76.0,79.0,69.0,78.0,74.0,65.0,75.0,79,82,58000.0,16000000.0
Canales,Spain,Real Sociedad,RW LW CAM ,26,1764,65.0,55.0,70.0,69.0,82.0,69.0,74.0,81.0,80.0,75.0,78.0,38.0,30.0,73.0,76.0,66.0,72.0,86.0,61.0,62.0,39.0,83.0,63.0,56.0,63.0,79,82,37000.0,15500000.0
W. Bony,Ivory Coast,Swansea City,ST ,28,1880,63.0,68.0,67.0,71.0,75.0,77.0,45.0,66.0,72.0,80.0,58.0,82.0,83.0,45.0,76.0,77.0,83.0,68.0,83.0,68.0,73.0,65.0,76.0,90.0,72.0,79,79,92000.0,13000000.0
G. Bou,Argentina,Club Tijuana,ST ,27,1915,76.0,52.0,74.0,76.0,79.0,78.0,69.0,66.0,79.0,80.0,71.0,74.0,77.0,61.0,73.0,71.0,79.0,71.0,80.0,76.0,82.0,71.0,74.0,76.0,77.0,79,80,34000.0,14500000.0
S. Doumbia,Ivory Coast,Sporting CP,CF ST ,29,1997,90.0,62.0,70.0,70.0,77.0,80.0,46.0,79.0,79.0,77.0,71.0,74.0,83.0,65.0,75.0,80.0,77.0,73.0,79.0,91.0,78.0,74.0,77.0,73.0,80.0,79,79,26000.0,12500000.0
Xabi Prieto,Spain,Real Sociedad,RW CAM CM ,33,1901,45.0,57.0,52.0,51.0,82.0,78.0,88.0,81.0,77.0,74.0,76.0,75.0,39.0,83.0,81.0,84.0,77.0,85.0,73.0,51.0,55.0,84.0,61.0,61.0,85.0,79,79,37000.0,7500000.0
Negredo,Spain,Beşiktaş JK,ST ,31,1921,62.0,78.0,67.0,60.0,75.0,69.0,50.0,68.0,71.0,80.0,70.0,83.0,81.0,66.0,77.0,80.0,79.0,73.0,85.0,63.0,63.0,66.0,80.0,87.0,75.0,79,79,67000.0,11500000.0
Vágner Love,Brazil,Alanyaspor,CAM ST ,33,1912,76.0,72.0,77.0,82.0,77.0,76.0,57.0,68.0,78.0,81.0,38.0,78.0,77.0,45.0,73.0,85.0,82.0,71.0,80.0,73.0,75.0,72.0,72.0,76.0,72.0,79,79,24000.0,8000000.0
V. Moses,Nigeria,Chelsea,LM RM RWB ,26,2103,84.0,45.0,80.0,83.0,80.0,75.0,75.0,75.0,84.0,70.0,61.0,69.0,66.0,70.0,68.0,71.0,76.0,73.0,75.0,83.0,87.0,71.0,63.0,80.0,76.0,79,81,115000.0,12500000.0
Gervinho,Ivory Coast,,RW LW ,30,1871,91.0,51.0,88.0,76.0,78.0,71.0,75.0,69.0,83.0,72.0,43.0,63.0,65.0,67.0,61.0,63.0,80.0,71.0,69.0,92.0,90.0,74.0,70.0,55.0,75.0,79,79,0.0,0.0
G. dos Santos,Mexico,LA Galaxy,ST CAM CF ,28,1917,87.0,53.0,88.0,90.0,83.0,76.0,73.0,73.0,79.0,78.0,80.0,61.0,66.0,70.0,78.0,70.0,75.0,75.0,80.0,86.0,66.0,70.0,77.0,45.0,76.0,79,79,15000.0,13000000.0
A. Gyan,Ghana,Kayserispor,ST ,31,1901,77.0,62.0,72.0,68.0,82.0,77.0,71.0,54.0,72.0,81.0,55.0,73.0,73.0,51.0,72.0,70.0,80.0,76.0,80.0,77.0,75.0,80.0,80.0,79.0,77.0,79,79,24000.0,11500000.0
B. Gomis,France,Galatasaray SK,ST ,31,1882,66.0,52.0,59.0,58.0,78.0,82.0,61.0,61.0,72.0,80.0,62.0,81.0,73.0,46.0,75.0,83.0,79.0,73.0,84.0,68.0,65.0,69.0,79.0,82.0,76.0,79,79,77000.0,11500000.0
A. Kokorin,Russia,Zenit St. Petersburg,RW ST ,26,2004,85.0,67.0,82.0,72.0,80.0,78.0,68.0,74.0,80.0,80.0,69.0,75.0,74.0,66.0,73.0,67.0,83.0,75.0,77.0,85.0,76.0,71.0,72.0,63.0,75.0,79,81,80000.0,15500000.0
S. Boufal,Morocco,Southampton,CAM RW LW ,23,1842,83.0,47.0,90.0,85.0,86.0,69.0,70.0,71.0,87.0,72.0,69.0,35.0,33.0,66.0,69.0,69.0,76.0,76.0,71.0,81.0,67.0,77.0,70.0,31.0,70.0,79,84,90000.0,17000000.0
João Cancelo,Portugal,Inter,RM RW RB ,23,2116,93.0,69.0,78.0,74.0,79.0,69.0,80.0,81.0,82.0,59.0,69.0,64.0,73.0,73.0,66.0,46.0,80.0,78.0,80.0,91.0,81.0,66.0,55.0,66.0,78.0,79,86,31000.0,15000000.0
Gerard Moreno,Spain,RCD Espanyol,CAM RM ST ,25,1919,79.0,41.0,72.0,69.0,78.0,70.0,61.0,72.0,76.0,80.0,56.0,78.0,72.0,56.0,75.0,73.0,81.0,75.0,76.0,82.0,68.0,58.0,74.0,71.0,81.0,79,83,39000.0,16500000.0
B. Traoré,Burkina Faso,Olympique Lyonnais,ST RW ,21,1957,85.0,62.0,86.0,72.0,86.0,77.0,68.0,77.0,85.0,68.0,74.0,59.0,75.0,69.0,67.0,66.0,77.0,76.0,76.0,90.0,73.0,74.0,75.0,64.0,80.0,79,85,65000.0,17500000.0
L. Vietto,Argentina,Atlético Madrid,ST ,23,1979,76.0,66.0,78.0,88.0,85.0,71.0,66.0,83.0,86.0,82.0,70.0,69.0,74.0,59.0,75.0,69.0,83.0,79.0,70.0,75.0,67.0,73.0,81.0,57.0,82.0,79,86,60000.0,18000000.0
Bernard,Brazil,Shakhtar Donetsk,LW CAM ,24,1921,94.0,41.0,92.0,96.0,84.0,71.0,77.0,73.0,81.0,71.0,69.0,59.0,61.0,68.0,65.0,57.0,76.0,76.0,73.0,84.0,68.0,77.0,68.0,37.0,80.0,79,84,1000.0,17000000.0
M. Meyer,Germany,FC Schalke 04,LW CF CAM ,21,1853,79.0,61.0,91.0,90.0,82.0,78.0,74.0,74.0,84.0,68.0,66.0,37.0,59.0,72.0,61.0,60.0,74.0,81.0,45.0,67.0,78.0,81.0,60.0,37.0,78.0,79,86,38000.0,18000000.0
