Name,Nationality,Club,Preferred Positions,Age,Special,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Overall,Potential,Value,Wage
V. Gabulov,Russia,Arsenal Tula,GK ,33,1220,71.0,73.0,76.0,77.0,72.0,74,74,2800000.0,20000.0
E. Room,Curacao,PSV,GK ,28,1184,75.0,74.0,69.0,70.0,75.0,74,75,4500000.0,13000.0
Rafael,Brazil,Napoli,GK ,27,1208,75.0,73.0,71.0,73.0,74.0,74,77,4700000.0,38000.0
K. Lamprou,Greece,Ajax,GK ,25,1188,78.0,65.0,75.0,66.0,79.0,74,75,4600000.0,9000.0
L. Pionnier,France,Montpellier Hérault SC,GK ,35,1153,77.0,71.0,70.0,75.0,79.0,74,74,1300000.0,12000.0
R. Cota,Mexico,Guadalajara,GK ,29,1229,74.0,70.0,67.0,77.0,75.0,74,74,3800000.0,23000.0
M. Samassa,Mali,ES Troyes AC,GK ,27,1111,78.0,71.0,67.0,71.0,78.0,74,75,4400000.0,17000.0
L. Pocrnjic,Argentina,Newell's Old Boys,GK ,35,1008,74.0,72.0,64.0,74.0,73.0,74,74,1300000.0,8000.0
A. Rebrov,Russia,Spartak Moscow,GK ,33,1123,74.0,68.0,65.0,78.0,76.0,74,74,2800000.0,38000.0
D. Padelli,Italy,Inter,GK ,31,1038,74.0,74.0,63.0,76.0,74.0,74,74,3400000.0,38000.0
A. Selikhov,Russia,Spartak Moscow,GK ,23,1165,74.0,72.0,72.0,77.0,75.0,74,80,5500000.0,31000.0
R. Olsen,Sweden,FC København,GK ,27,1122,69.0,75.0,71.0,72.0,76.0,74,76,4600000.0,16000.0
Gabrìel,Brazil,Milan,GK ,24,1129,77.0,74.0,61.0,69.0,79.0,74,80,5500000.0,45000.0
D. Stockdale,England,Birmingham City,GK ,31,1123,74.0,69.0,79.0,69.0,77.0,74,74,3400000.0,21000.0
V. Stoyanov,Bulgaria,,GK ,30,1131,71.0,75.0,71.0,73.0,76.0,74,74,0.0,0.0
B. Białkowski,Poland,Ipswich Town,GK ,29,1134,73.0,72.0,67.0,73.0,76.0,74,74,3800000.0,16000.0
R. Salin,France,Sporting CP,GK ,32,1165,74.0,70.0,66.0,72.0,74.0,74,74,3200000.0,12000.0
J. Herrera,Chile,,GK ,36,1245,70.0,77.0,77.0,71.0,72.0,74,74,0.0,0.0
G. Jourdren,France,AS Nancy Lorraine,GK ,31,1139,78.0,69.0,67.0,71.0,78.0,74,74,3400000.0,7000.0
M. Dmitrović,Serbia,SD Eibar,GK ,25,1173,68.0,78.0,77.0,77.0,73.0,74,77,5000000.0,14000.0
D. Marshall,Scotland,Hull City,GK ,32,1147,73.0,71.0,67.0,73.0,76.0,74,74,3200000.0,9000.0
S. Kırıntılı,Turkey,Atiker Konyaspor,GK ,32,1155,73.0,72.0,68.0,73.0,74.0,74,74,3200000.0,14000.0
J. Pavlenka,Czech Republic,SV Werder Bremen,GK ,25,984,73.0,72.0,67.0,74.0,77.0,74,79,5500000.0,19000.0
L. Butelle,France,Club Brugge KV,GK ,34,1092,78.0,73.0,65.0,73.0,74.0,74,74,2300000.0,17000.0
Yoon Bo Sang,Korea Republic,GwangJu FC,GK ,23,1140,74.0,71.0,72.0,73.0,76.0,74,80,5500000.0,3000.0
Raúl Fernández,Spain,Levante UD,GK ,29,1150,75.0,76.0,60.0,75.0,73.0,74,76,4600000.0,18000.0
N. Vikonis,Uruguay,CD Los Millionarios Bogota,GK ,33,1132,72.0,76.0,68.0,72.0,74.0,74,74,2800000.0,4000.0
L. Sepe,Italy,Napoli,GK ,26,1129,73.0,75.0,61.0,71.0,79.0,74,77,4900000.0,38000.0
Da Costa,Brazil,Bologna,GK ,33,1105,75.0,72.0,64.0,75.0,75.0,74,74,2800000.0,34000.0
V. Acerval,Chile,Colo-Colo,GK ,29,1138,71.0,72.0,73.0,75.0,76.0,74,74,3800000.0,6000.0
A. Corveto,Chile,Unión Española,GK ,25,1044,68.0,76.0,74.0,77.0,73.0,74,74,4000000.0,5000.0
J. Drobný,Czech Republic,SV Werder Bremen,GK ,37,1065,73.0,77.0,45.0,76.0,74.0,74,74,375000.0,13000.0
J. Hopf,Sweden,Gençlerbirliği SK,GK ,30,1198,75.0,71.0,67.0,75.0,77.0,74,74,3600000.0,14000.0
R. Riou,France,Alanyaspor,GK ,29,1235,74.0,71.0,79.0,72.0,75.0,74,74,3800000.0,12000.0
A. Sinitsyn,Russia,FC Krasnodar,GK ,29,1132,73.0,73.0,71.0,74.0,74.0,74,75,4400000.0,30000.0
Zeng Cheng,China PR,,GK ,30,1114,72.0,70.0,72.0,77.0,73.0,74,74,0.0,0.0
W. Hennessey,Wales,Crystal Palace,GK ,30,1093,73.0,74.0,80.0,76.0,71.0,74,74,3600000.0,36000.0
A. McGregor,Scotland,Hull City,GK ,35,1225,75.0,71.0,69.0,73.0,77.0,74,74,1300000.0,6000.0
A. Meret,Italy,Ferrara (SPAL),GK ,20,1158,76.0,70.0,65.0,74.0,77.0,74,88,10500000.0,14000.0
J. Cuadrado,Colombia,CD Once Caldas Manizales,GK ,32,1211,74.0,71.0,67.0,72.0,76.0,74,74,3200000.0,2000.0
Fabiano,Brazil,FC Porto,GK ,29,1158,76.0,70.0,73.0,74.0,74.0,74,74,3800000.0,11000.0
C. Gordon,Scotland,Celtic,GK ,34,1201,72.0,71.0,72.0,70.0,76.0,74,74,2300000.0,36000.0
S. Carson,England,Derby County,GK ,31,1190,74.0,70.0,76.0,75.0,71.0,74,74,3400000.0,38000.0
Diego Mariño,Spain,Real Sporting de Gijón,GK ,27,1198,75.0,71.0,69.0,72.0,77.0,74,77,4700000.0,9000.0
B. Hamid,United States,D.C. United,GK ,26,1128,75.0,72.0,67.0,73.0,75.0,74,77,4900000.0,7000.0
M. Rensing,Germany,Fortuna Düsseldorf,GK ,33,1144,76.0,74.0,67.0,70.0,77.0,74,74,2800000.0,19000.0
Joel Robles,Spain,Everton,GK ,27,1154,78.0,69.0,75.0,72.0,77.0,74,76,4600000.0,60000.0
M. Shevchenko,Ukraine,Shakhtar Donetsk,GK ,24,1170,74.0,72.0,68.0,69.0,74.0,73,79,4000000.0,1000.0
R. Mantores,Chile,Universidad Católica,GK ,25,1183,73.0,77.0,69.0,76.0,66.0,73,73,2900000.0,6000.0
Kim Seung Gyu,Korea Republic,Vissel Kobe,GK ,26,1090,72.0,70.0,69.0,76.0,72.0,73,75,3300000.0,6000.0
M. Bizot,Netherlands,AZ Alkmaar,GK ,26,1194,79.0,67.0,62.0,67.0,77.0,73,76,3500000.0,9000.0
E. Del Carro,Chile,Everton de Viña del Mar,GK ,25,1197,77.0,71.0,68.0,73.0,74.0,73,73,2900000.0,4000.0
L. Castellanos,Colombia,Independiente Santa Fe,GK ,33,1168,72.0,77.0,59.0,69.0,73.0,73,73,2000000.0,4000.0
Pierrino Faria,Brazil,Atlético Clube Goianiense,GK ,29,1114,77.0,65.0,62.0,75.0,76.0,73,73,2700000.0,11000.0
Nivo Serpinho,Brazil,Grêmio Foot-Ball Porto Alegrense,GK ,33,1128,72.0,75.0,69.0,73.0,72.0,73,73,2000000.0,17000.0
Raúl Lizoain,Spain,UD Las Palmas,GK ,26,1146,73.0,76.0,59.0,74.0,72.0,73,75,3300000.0,15000.0
J. García,Argentina,Racing Club de Avellaneda,GK ,30,1027,78.0,67.0,75.0,67.0,79.0,73,73,2600000.0,14000.0
J. Hansen,Denmark,FC Midtjylland,GK ,32,1250,71.0,70.0,76.0,72.0,74.0,73,73,2300000.0,20000.0
Charles,Brazil,CS Marítimo,GK ,23,1059,76.0,71.0,63.0,68.0,75.0,73,81,4400000.0,6000.0
K. Nordfeldt,Sweden,Swansea City,GK ,28,1189,73.0,66.0,66.0,74.0,78.0,73,75,3300000.0,45000.0
W. Faríñez,Venezuela,,GK ,19,1254,73.0,70.0,69.0,74.0,77.0,73,87,0.0,0.0
A. Shunin,Russia,Dinamo Moscow,GK ,30,1145,72.0,72.0,70.0,72.0,75.0,73,73,2600000.0,24000.0
B. Guzan,United States,Atlanta United FC,GK ,32,1171,74.0,67.0,74.0,72.0,75.0,73,73,2300000.0,7000.0
L. Chichizola,Argentina,UD Las Palmas,GK ,27,1108,73.0,73.0,62.0,72.0,75.0,73,75,3200000.0,15000.0
G. Loria,Georgia,FC Anzhi Makhachkala,GK ,31,1336,69.0,71.0,70.0,75.0,76.0,73,73,2400000.0,17000.0
M. Al Owais,Saudi Arabia,Al Ahli,GK ,25,1165,74.0,72.0,54.0,72.0,74.0,73,79,3900000.0,25000.0
L. Grant,England,Stoke City,GK ,34,1187,74.0,70.0,69.0,72.0,75.0,73,73,1600000.0,42000.0
R. Ruiter,Netherlands,Sunderland,GK ,30,1201,72.0,71.0,70.0,76.0,72.0,73,73,2600000.0,9000.0
M. Hansen,Denmark,SC Heerenveen,GK ,27,1118,73.0,69.0,67.0,73.0,72.0,73,76,3400000.0,17000.0
D. Randolph,Republic of Ireland,Middlesbrough,GK ,30,1176,76.0,69.0,73.0,71.0,77.0,73,73,2600000.0,14000.0
Guaita,Spain,Getafe CF,GK ,30,1301,72.0,74.0,73.0,71.0,75.0,73,73,2600000.0,17000.0
A. Federici,Australia,Bournemouth,GK ,32,1293,73.0,69.0,78.0,70.0,73.0,73,73,2300000.0,41000.0
A. El-Shenawy,Egypt,,GK ,26,1102,74.0,72.0,71.0,75.0,75.0,73,76,0.0,0.0
A. Gomis,Senegal,Ferrara (SPAL),GK ,23,1181,75.0,71.0,66.0,73.0,76.0,73,81,4400000.0,24000.0
R. Green,England,Huddersfield Town,GK ,37,1112,74.0,70.0,61.0,73.0,76.0,73,73,270000.0,21000.0
T. Zengin,Turkey,Beşiktaş JK,GK ,33,1065,74.0,74.0,55.0,76.0,74.0,73,73,2000000.0,32000.0
N. Penneteau,France,Sporting Charleroi,GK ,36,1063,71.0,79.0,65.0,78.0,68.0,73,73,550000.0,8000.0
A. Al-Habsi,Oman,Al Hilal,GK ,35,1233,75.0,59.0,72.0,72.0,78.0,73,73,950000.0,17000.0
David Soria,Spain,Sevilla FC,GK ,24,1204,76.0,67.0,58.0,78.0,71.0,73,81,4400000.0,10000.0
A. Micai,Italy,Bari,GK ,23,1123,71.0,72.0,62.0,73.0,74.0,73,79,4000000.0,4000.0
Freder Cabral,Brazil,Sport Club do Recife,GK ,25,1101,73.0,77.0,69.0,76.0,66.0,73,73,2900000.0,12000.0
D. Barreto,Paraguay,,GK ,35,1029,76.0,73.0,62.0,71.0,74.0,73,73,0.0,0.0
V. Belec,Slovenia,Benevento Calcio,GK ,27,1088,73.0,74.0,60.0,73.0,74.0,73,75,3200000.0,20000.0
Alberto,Spain,Rayo Vallecano,GK ,32,1249,77.0,70.0,69.0,70.0,72.0,73,73,2300000.0,17000.0
S. Elana,France,GFC Ajaccio,GK ,36,1087,74.0,72.0,67.0,71.0,71.0,73,73,550000.0,4000.0
Muriel,Brazil,CF Os Belenenses,GK ,30,1054,73.0,70.0,71.0,70.0,76.0,73,73,2600000.0,6000.0
F. Rønnow,Denmark,Brøndby IF,GK ,24,1082,74.0,71.0,66.0,70.0,76.0,73,78,3900000.0,12000.0
O. Ustari,Argentina,Club Atlas,GK ,30,1272,75.0,70.0,79.0,69.0,75.0,73,73,2600000.0,16000.0
G. Makaridze,Georgia,Moreirense FC,GK ,27,1075,78.0,69.0,56.0,71.0,75.0,73,73,2700000.0,6000.0
D. Ousted,Denmark,Vancouver Whitecaps FC,GK ,32,1131,70.0,73.0,67.0,70.0,73.0,73,73,2300000.0,7000.0
D. Yurchenko,Russia,FC Tosno,GK ,31,1162,66.0,71.0,65.0,76.0,75.0,73,73,2400000.0,17000.0
M. Michel,France,Angers SCO,GK ,25,1111,74.0,71.0,67.0,72.0,75.0,73,77,3700000.0,16000.0
H. Donadell,Chile,Universidad de Chile,GK ,33,1128,72.0,75.0,69.0,73.0,72.0,73,73,2000000.0,10000.0
R. Pasveer,Netherlands,Vitesse,GK ,33,1143,72.0,75.0,60.0,75.0,70.0,73,73,2000000.0,9000.0
Jaim Abra,Brazil,Vitória ,GK ,25,1137,77.0,71.0,68.0,73.0,74.0,73,73,2900000.0,10000.0
M. Rocora,Chile,CD Universidad de Concepción,GK ,29,1114,77.0,65.0,62.0,75.0,76.0,73,73,2700000.0,4000.0
O. Rybka,Ukraine,Kardemir Karabükspor,GK ,30,1263,73.0,74.0,69.0,71.0,73.0,73,73,2600000.0,11000.0
M. Fraga,Mexico,Club Atlas,GK ,29,1307,73.0,71.0,74.0,74.0,73.0,73,73,2700000.0,17000.0
R. Boffin,Belgium,Antalyaspor,GK ,29,1163,76.0,65.0,70.0,73.0,79.0,73,73,2700000.0,15000.0
M. Banguera,Ecuador,,GK ,31,1015,68.0,70.0,65.0,77.0,77.0,73,73,0.0,0.0
T. Kuszczak,Poland,Birmingham City,GK ,35,1172,75.0,64.0,64.0,69.0,78.0,73,73,950000.0,14000.0
R. Gurtner,France,Amiens SC Football,GK ,30,1076,74.0,75.0,73.0,74.0,74.0,73,73,2600000.0,14000.0
S. Lung Jr.,Romania,Kayserispor,GK ,28,1188,73.0,69.0,68.0,72.0,74.0,73,75,3300000.0,12000.0
H. González,Mexico,Monterrey,GK ,26,1195,74.0,73.0,69.0,73.0,76.0,73,76,3500000.0,36000.0
A. Smithies,England,Queens Park Rangers,GK ,27,1222,77.0,69.0,68.0,74.0,73.0,73,75,3200000.0,21000.0
B. Myhill,Wales,West Bromwich Albion,GK ,34,1190,74.0,71.0,69.0,70.0,78.0,73,73,1600000.0,42000.0
A. Isaksson,Sweden,Djurgårdens IF,GK ,35,1099,74.0,68.0,63.0,71.0,76.0,73,73,950000.0,4000.0
T. Sippel,Germany,Borussia Mönchengladbach,GK ,29,1140,75.0,69.0,72.0,68.0,77.0,73,73,2700000.0,25000.0
N. Douchez,France,RC Lens,GK ,37,1133,72.0,71.0,75.0,74.0,73.0,73,73,270000.0,5000.0
O. Nyland,Norway,FC Ingolstadt 04,GK ,26,1193,74.0,68.0,78.0,74.0,75.0,73,77,3600000.0,17000.0
Vagner,Brazil,Boavista FC,GK ,31,1210,73.0,73.0,66.0,73.0,71.0,72,72,1900000.0,7000.0
W. Foderingham,England,Rangers,GK ,26,1162,74.0,69.0,68.0,69.0,76.0,72,77,2900000.0,26000.0
F. Barridos,Chile,CD Antofagasta,GK ,29,1086,71.0,63.0,77.0,74.0,75.0,72,72,2100000.0,3000.0
Rafael Defendi,Brazil,FC Paços de Ferreira,GK ,33,1102,70.0,72.0,67.0,75.0,70.0,72,72,1600000.0,6000.0
Moreira,Portugal,Estoril Praia,GK ,35,1206,73.0,73.0,64.0,71.0,72.0,72,72,725000.0,4000.0
João Bruiñeira,Brazil,São Paulo Futebol Clube,GK ,29,1089,71.0,63.0,77.0,74.0,75.0,72,72,2100000.0,16000.0
M. Goicoechea,Uruguay,Toulouse FC,GK ,29,1197,71.0,72.0,71.0,70.0,72.0,72,72,2100000.0,16000.0
T. Didillon,France,FC Metz,GK ,21,1069,75.0,70.0,62.0,72.0,71.0,72,82,3900000.0,6000.0
M. Maignan,France,LOSC Lille,GK ,21,1161,72.0,68.0,68.0,72.0,73.0,72,80,3500000.0,14000.0
D. Rodríguez,Argentina,Rosario Central,GK ,28,1245,73.0,68.0,78.0,66.0,75.0,72,74,2600000.0,10000.0
Jordi Masip,Spain,Real Valladolid,GK ,28,1205,79.0,70.0,74.0,67.0,75.0,72,74,2600000.0,6000.0
J. Wiland,Sweden,Hammarby IF,GK ,36,1044,64.0,75.0,67.0,79.0,66.0,72,72,425000.0,2000.0
M. Higashiguchi,Japan,Gamba Osaka,GK ,31,1025,70.0,73.0,75.0,70.0,70.0,72,72,1900000.0,7000.0
A. Hansen,Norway,Rosenborg BK,GK ,27,1187,73.0,67.0,69.0,72.0,75.0,72,74,2500000.0,5000.0
Lee Ho Seung,Korea Republic,Jeonnam Dragons,GK ,27,1034,73.0,72.0,63.0,70.0,74.0,72,72,2100000.0,4000.0
Edgar Badía,Spain,CF Reus Deportiu,GK ,25,1078,75.0,68.0,66.0,74.0,73.0,72,78,3100000.0,4000.0
J. Prior,France,Girondins de Bordeaux,GK ,21,1206,74.0,70.0,75.0,69.0,74.0,72,80,3500000.0,14000.0
A. Martín Arias,Argentina,Gimnasia y Esgrima La Plata,GK ,24,1144,76.0,60.0,76.0,71.0,75.0,72,77,3000000.0,7000.0
F. Giefer,Germany,FC Augsburg,GK ,27,1139,75.0,66.0,58.0,72.0,75.0,72,74,2500000.0,13000.0
M. Muñoz,Mexico,Puebla,GK ,37,1118,71.0,70.0,66.0,72.0,70.0,72,72,210000.0,17000.0
L. Álvarez,Uruguay,Lobos de la BUAP,GK ,32,1265,71.0,73.0,59.0,70.0,73.0,72,72,1800000.0,5000.0
F. Boeckx,Belgium,RSC Anderlecht,GK ,30,1206,70.0,71.0,76.0,71.0,71.0,72,72,2000000.0,12000.0
Kwoun Sun Tae,Korea Republic,Kashima Antlers,GK ,32,1206,73.0,72.0,65.0,71.0,70.0,72,72,1800000.0,7000.0
P. Tytoń,Poland,RC Deportivo de La Coruña,GK ,30,1163,69.0,68.0,71.0,72.0,74.0,72,72,2000000.0,12000.0
M. Dupé,France,FC Nantes,GK ,24,1077,74.0,74.0,62.0,66.0,75.0,72,76,2900000.0,10000.0
N. Rimando,United States,Real Salt Lake,GK ,38,1242,71.0,70.0,70.0,70.0,75.0,72,72,210000.0,3000.0
Shin Hwa Yong,Korea Republic,Suwon Samsung Bluewings,GK ,34,1113,72.0,65.0,71.0,73.0,75.0,72,72,1300000.0,5000.0
C. Rodríguez,Mexico,Club León,GK ,28,1175,70.0,70.0,71.0,70.0,76.0,72,73,2500000.0,7000.0
G. Pegolo,Italy,Sassuolo,GK ,36,1117,72.0,68.0,60.0,74.0,74.0,72,72,425000.0,16000.0
Álex Remiro,Spain,SD Huesca,GK ,22,1172,74.0,75.0,77.0,66.0,70.0,72,82,3800000.0,10000.0
P. Tschauner,Germany,Hannover 96,GK ,31,1097,72.0,69.0,66.0,70.0,75.0,72,72,1900000.0,19000.0
E. Lamanna,Italy,Genoa,GK ,27,1108,70.0,72.0,66.0,71.0,74.0,72,74,2500000.0,16000.0
Rubén,Spain,RC Deportivo de La Coruña,GK ,33,1181,77.0,72.0,71.0,68.0,70.0,72,72,1600000.0,12000.0
R. Gikiewicz,Poland,SC Freiburg,GK ,29,1058,72.0,70.0,75.0,71.0,74.0,72,72,2100000.0,14000.0
M. Bunn,England,Aston Villa,GK ,32,1240,73.0,72.0,74.0,70.0,72.0,72,72,1800000.0,19000.0
K. Stuhr-Ellegaard,Denmark,IF Elfsborg,GK ,34,1131,67.0,76.0,73.0,74.0,67.0,72,72,1300000.0,4000.0
A. Cordaz,Italy,Crotone,GK ,34,923,68.0,70.0,62.0,72.0,74.0,72,72,1300000.0,7000.0
E. Kawashima,Japan,FC Metz,GK ,34,1175,73.0,64.0,70.0,69.0,80.0,72,72,1300000.0,8000.0
Toño,Spain,Rayo Vallecano,GK ,37,1222,73.0,67.0,71.0,74.0,71.0,72,72,210000.0,4000.0
S. Ujkani,Kosovo,Cremonese,GK ,28,1121,73.0,72.0,64.0,72.0,72.0,72,72,2200000.0,3000.0
T. Melia,United States,Sporting Kansas City,GK ,31,1145,72.0,68.0,65.0,70.0,74.0,72,72,1900000.0,5000.0
E. Mulder,Netherlands,Swansea City,GK ,28,1193,72.0,70.0,80.0,68.0,74.0,72,73,2500000.0,32000.0
J. Ruddy,England,Wolverhampton Wanderers,GK ,30,1090,72.0,67.0,74.0,73.0,71.0,72,72,2000000.0,25000.0
S. Pesyakov,Russia,FC Rostov,GK ,28,1193,69.0,65.0,77.0,76.0,74.0,72,73,2500000.0,18000.0
A. Silva,Paraguay,,GK ,33,1138,71.0,70.0,62.0,70.0,72.0,72,72,0.0,0.0
B. Megyeri,Hungary,SpVgg Greuther Fürth,GK ,27,1121,69.0,67.0,79.0,75.0,78.0,72,74,2500000.0,7000.0
E. Gorodov,Russia,Terek Grozny,GK ,31,1154,68.0,71.0,72.0,74.0,75.0,72,72,1900000.0,17000.0
E. Jakupović,Switzerland,Leicester City,GK ,32,1168,73.0,70.0,69.0,71.0,77.0,72,72,1800000.0,30000.0
L. Ardente,Argentina,San Martín de San Juan,GK ,35,971,70.0,72.0,82.0,70.0,75.0,72,72,725000.0,4000.0
L. Robles,United States,New York Red Bulls,GK ,33,1110,70.0,69.0,68.0,70.0,75.0,72,72,1600000.0,5000.0
J. Lewis,England,Aberdeen,GK ,29,1223,76.0,67.0,66.0,69.0,75.0,72,72,2100000.0,5000.0
J. Gillet,Belgium,Standard de Liège,GK ,38,1199,67.0,73.0,70.0,75.0,71.0,72,72,210000.0,6000.0
G. Ndy Assembe,Cameroon,AS Nancy Lorraine,GK ,31,1048,75.0,72.0,69.0,67.0,75.0,72,72,1900000.0,5000.0
A. Cragno,Italy,Cagliari,GK ,23,1111,82.0,62.0,54.0,69.0,80.0,72,82,3800000.0,20000.0
C. Campestrini,Argentina,Chacarita Juniors,GK ,37,1050,74.0,71.0,64.0,71.0,73.0,72,72,210000.0,5000.0
Adriano Facchini,Brazil,CD Aves,GK ,34,1091,72.0,69.0,65.0,73.0,74.0,72,72,1300000.0,7000.0
R. Jérez,Guatemala,Asociacion Deportivo Cali,GK ,31,1096,73.0,72.0,67.0,72.0,73.0,72,72,1900000.0,1000.0
André Milazisco,Brazil,Associação Atlética Ponte Preta,GK ,33,1078,77.0,61.0,62.0,64.0,77.0,71,71,1200000.0,9000.0
S. Bossut,Belgium,SV Zulte-Waregem,GK ,31,1174,70.0,71.0,65.0,72.0,71.0,71,71,1400000.0,9000.0
M. Riemann,Germany,VfL Bochum,GK ,28,1300,68.0,71.0,73.0,64.0,72.0,71,72,1900000.0,11000.0
R. Peradezes,Chile,CD Universidad de Concepción,GK ,33,1002,61.0,73.0,69.0,73.0,70.0,71,71,1200000.0,3000.0
W. Cestedo,Chile,CD Palestino,GK ,29,973,71.0,70.0,74.0,72.0,69.0,71,71,1600000.0,3000.0
A. Domínguez,Ecuador,Colon de Santa Fe,GK ,30,1059,70.0,70.0,68.0,70.0,68.0,71,71,1500000.0,26000.0
T. Kessler,Germany,1. FC Köln,GK ,31,1133,72.0,69.0,67.0,70.0,71.0,71,71,1400000.0,17000.0
Wiliam Santinho,Brazil,Santos Futebol Clube,GK ,33,1070,61.0,77.0,76.0,70.0,73.0,71,71,1200000.0,10000.0
S. Grytebust,Norway,Odense Boldklub,GK ,27,1073,70.0,67.0,67.0,68.0,76.0,71,71,1600000.0,8000.0
W. Benítez,Argentina,OGC Nice,GK ,24,1158,71.0,69.0,65.0,70.0,74.0,71,78,2400000.0,13000.0
S. Chernik,Belarus,AS Nancy Lorraine,GK ,29,917,70.0,70.0,67.0,70.0,76.0,71,71,1600000.0,5000.0
S. Dimitrievski,FYR Macedonia,Gimnàstic de Tarragona,GK ,23,1143,72.0,70.0,67.0,72.0,71.0,71,80,2800000.0,5000.0
D. Bassi,Italy,La Spezia,GK ,32,1107,70.0,65.0,60.0,74.0,74.0,71,71,1400000.0,3000.0
F. Coltorti,Switzerland,RB Leipzig,GK ,36,1090,67.0,72.0,67.0,73.0,72.0,71,71,325000.0,17000.0
M. Günok,Turkey,İstanbul Başakşehir FK,GK ,28,1221,70.0,69.0,68.0,71.0,72.0,71,72,1900000.0,14000.0
W. Dutoit,France,KV Oostende,GK ,28,1158,72.0,67.0,66.0,69.0,73.0,71,73,2000000.0,9000.0
L. Unnerstall,Germany,VVV-Venlo,GK ,26,1027,69.0,71.0,64.0,69.0,72.0,71,73,2000000.0,7000.0
A. Luthe,Germany,FC Augsburg,GK ,30,1100,74.0,66.0,61.0,71.0,74.0,71,71,1500000.0,13000.0
O. Jiménez,Mexico,Club América,GK ,28,1089,74.0,68.0,68.0,71.0,72.0,71,71,1700000.0,27000.0
Nathael Silbeira,Brazil,Botafogo de Futebol e Regatas,GK ,33,966,61.0,73.0,69.0,73.0,70.0,71,71,1200000.0,10000.0
N. Champagne,Argentina,CD Leganés,GK ,32,1122,70.0,68.0,66.0,72.0,71.0,71,71,1400000.0,6000.0
H. Lindner,Austria,Grasshopper Club Zürich,GK ,26,1046,74.0,65.0,64.0,67.0,74.0,71,74,2100000.0,11000.0
R. Almer,Austria,FK Austria Wien,GK ,33,1092,69.0,71.0,67.0,72.0,68.0,71,71,1200000.0,12000.0
Joel Pereira,Portugal,Manchester United,GK ,21,1048,69.0,74.0,63.0,68.0,72.0,71,84,3700000.0,34000.0
S. Johnstone,England,Aston Villa,GK ,24,1162,75.0,74.0,67.0,71.0,74.0,71,79,2600000.0,40000.0
R. Elliot,Republic of Ireland,Newcastle United,GK ,31,1128,70.0,69.0,69.0,70.0,71.0,71,71,1400000.0,30000.0
O. Pérez,Mexico,Pachuca,GK ,44,1244,70.0,64.0,65.0,73.0,74.0,71,71,160000.0,9000.0
Eduardo Fonseira,Brazil,Clube Atlético Mineiro,GK ,29,963,71.0,70.0,74.0,72.0,69.0,71,71,1600000.0,18000.0
M. Männel,Germany,FC Erzgebirge Aue,GK ,29,1184,75.0,70.0,59.0,65.0,78.0,71,71,1600000.0,5000.0
E. Conde,Uruguay,,GK ,34,987,71.0,72.0,62.0,71.0,70.0,71,71,0.0,0.0
D. Bentley,England,Brentford,GK ,23,1156,73.0,68.0,64.0,72.0,74.0,71,77,2400000.0,18000.0
B. Drągowski,Poland,Fiorentina,GK ,19,1162,68.0,68.0,70.0,71.0,74.0,71,86,4200000.0,11000.0
Kim Jin Hyeon,Korea Republic,Cerezo Osaka,GK ,29,1164,71.0,70.0,67.0,71.0,70.0,71,71,1600000.0,4000.0
Cho Hyun Woo,Korea Republic,Daegu FC,GK ,25,1117,72.0,73.0,59.0,71.0,68.0,71,74,2100000.0,4000.0
Wang Dalei,China PR,,GK ,28,1156,70.0,69.0,76.0,70.0,74.0,71,71,0.0,0.0
Juan Carlos,Spain,Real Oviedo,GK ,29,1214,76.0,65.0,59.0,64.0,78.0,71,72,1800000.0,6000.0
H. Arıkan,Turkey,Osmanlıspor,GK ,34,1121,74.0,63.0,62.0,73.0,76.0,71,71,950000.0,10000.0
I. Abaev,Russia,FC Rostov,GK ,35,1160,70.0,68.0,69.0,71.0,72.0,71,71,550000.0,11000.0
J. Dahlin,Sweden,Malmö FF,GK ,30,1118,68.0,67.0,71.0,70.0,73.0,71,71,1500000.0,4000.0
P. Glykos,Greece,PAOK Thessaloniki,GK ,30,1119,72.0,64.0,67.0,68.0,75.0,71,71,1500000.0,1000.0
P. Kieszek,Poland,Córdoba CF,GK ,33,1165,72.0,67.0,70.0,66.0,74.0,71,71,1200000.0,6000.0
C. Puggioni,Italy,Sampdoria,GK ,36,1161,73.0,71.0,59.0,68.0,74.0,71,71,325000.0,11000.0
J. Speroni,Argentina,Crystal Palace,GK ,38,1079,74.0,70.0,67.0,67.0,73.0,71,71,160000.0,17000.0
Y. Bounou,Morocco,Girona CF,GK ,26,1136,68.0,78.0,69.0,71.0,66.0,71,75,2100000.0,12000.0
D. Kuciak,Slovakia,Lechia Gdańsk,GK ,32,1068,73.0,64.0,54.0,75.0,75.0,71,71,1400000.0,5000.0
M. Putnocký,Slovakia,Lech Poznań,GK ,32,1241,73.0,72.0,66.0,72.0,73.0,71,71,1400000.0,6000.0
N. Fernández,Argentina,Unión de Santa Fe,GK ,38,1145,66.0,71.0,62.0,78.0,70.0,71,71,160000.0,5000.0
Y. Sanpian,Chile,CD O'Higgins,GK ,33,1102,77.0,61.0,62.0,64.0,77.0,71,71,1200000.0,4000.0
Sergio Herrera,Spain,CA Osasuna,GK ,24,1152,71.0,72.0,70.0,66.0,70.0,71,77,2400000.0,5000.0
