Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Overall,Potential,Wage,Value
L. Fejsa,Serbia,SL Benfica,CM CDM ,28,1942,52.0,91.0,56.0,56.0,71.0,75.0,50.0,43.0,68.0,49.0,57.0,73.0,87.0,73.0,74.0,62.0,79.0,56.0,50.0,78.0,78.0,73.0,77.0,54.0,88.0,84.0,83.0,63.0,53.0,82,82,18000.0,18000000.0
G. Wijnaldum,Netherlands,Liverpool,CAM CM ,26,2167,79.0,64.0,82.0,80.0,84.0,79.0,67.0,76.0,85.0,74.0,70.0,72.0,70.0,82.0,74.0,71.0,60.0,74.0,82.0,82.0,83.0,78.0,64.0,82.0,87.0,69.0,71.0,78.0,73.0,82,85,130000.0,27000000.0
M. Kruse,Germany,SV Werder Bremen,CAM ST CF ,29,2053,74.0,63.0,75.0,76.0,86.0,86.0,81.0,80.0,82.0,86.0,69.0,63.0,41.0,66.0,80.0,80.0,32.0,89.0,85.0,85.0,83.0,81.0,34.0,69.0,76.0,38.0,69.0,84.0,80.0,82,82,47000.0,22000000.0
Beñat,Spain,Athletic Club de Bilbao,CM ,30,2106,65.0,79.0,71.0,74.0,80.0,73.0,81.0,83.0,73.0,69.0,84.0,47.0,70.0,59.0,86.0,81.0,59.0,69.0,78.0,80.0,85.0,87.0,65.0,52.0,79.0,76.0,70.0,84.0,61.0,82,82,35000.0,20500000.0
G. Sigurðsson,Iceland,Everton,LM CAM ,27,2096,65.0,57.0,72.0,61.0,84.0,81.0,86.0,87.0,79.0,81.0,89.0,60.0,37.0,70.0,78.0,84.0,55.0,80.0,80.0,78.0,84.0,82.0,55.0,66.0,86.0,56.0,67.0,84.0,75.0,82,82,130000.0,23000000.0
J. Henderson,England,Liverpool,CM CDM ,27,2183,73.0,80.0,73.0,71.0,80.0,78.0,81.0,80.0,74.0,67.0,74.0,65.0,79.0,81.0,83.0,71.0,73.0,64.0,76.0,79.0,85.0,75.0,76.0,71.0,93.0,80.0,76.0,82.0,72.0,82,84,115000.0,21500000.0
M. Arnautović,Austria,West Ham United,LW RM LM ,28,2094,76.0,81.0,72.0,57.0,85.0,77.0,83.0,79.0,84.0,73.0,74.0,71.0,53.0,68.0,74.0,71.0,49.0,77.0,80.0,75.0,79.0,78.0,30.0,78.0,79.0,60.0,84.0,81.0,79.0,82,82,125000.0,22500000.0
Y. Brahimi,Algeria,FC Porto,LM ,27,1971,86.0,46.0,93.0,87.0,85.0,86.0,77.0,83.0,91.0,74.0,78.0,46.0,38.0,72.0,70.0,74.0,24.0,75.0,76.0,83.0,77.0,69.0,25.0,75.0,76.0,36.0,49.0,78.0,73.0,82,82,21000.0,23000000.0
A. Witsel,Belgium,,CAM CDM CM ,28,2143,67.0,78.0,82.0,60.0,85.0,86.0,69.0,69.0,83.0,71.0,68.0,77.0,80.0,72.0,78.0,74.0,69.0,81.0,75.0,81.0,83.0,78.0,71.0,74.0,85.0,73.0,79.0,78.0,67.0,82,82,0.0,0.0
A. Ramsey,Wales,Arsenal,RM CDM CM ,26,2114,67.0,73.0,76.0,75.0,82.0,81.0,75.0,70.0,81.0,72.0,70.0,58.0,69.0,67.0,80.0,74.0,60.0,75.0,82.0,81.0,84.0,81.0,67.0,68.0,89.0,70.0,69.0,80.0,79.0,82,83,130000.0,25500000.0
Marlos,Brazil,Shakhtar Donetsk,RM ,29,2060,85.0,58.0,92.0,84.0,88.0,84.0,76.0,80.0,87.0,76.0,72.0,53.0,51.0,68.0,73.0,78.0,45.0,74.0,77.0,77.0,81.0,76.0,42.0,82.0,78.0,49.0,62.0,79.0,68.0,82,82,1000.0,21500000.0
Taison,Brazil,Shakhtar Donetsk,CAM LM ,29,2045,93.0,56.0,89.0,83.0,85.0,74.0,73.0,52.0,87.0,76.0,73.0,56.0,49.0,62.0,75.0,83.0,38.0,72.0,74.0,79.0,77.0,83.0,40.0,91.0,70.0,53.0,62.0,79.0,82.0,82,82,1000.0,21500000.0
V. Wanyama,Kenya,Tottenham Hotspur,CM CDM ,26,2103,60.0,90.0,71.0,66.0,76.0,76.0,63.0,62.0,74.0,63.0,57.0,73.0,84.0,81.0,70.0,63.0,79.0,65.0,65.0,84.0,78.0,79.0,79.0,68.0,88.0,86.0,93.0,67.0,60.0,82,85,99000.0,23000000.0
L. Bender,Germany,Bayer 04 Leverkusen,CM CDM ,28,2038,66.0,78.0,65.0,63.0,75.0,83.0,69.0,49.0,72.0,59.0,47.0,78.0,87.0,77.0,74.0,71.0,76.0,52.0,69.0,82.0,79.0,74.0,82.0,69.0,87.0,85.0,76.0,76.0,57.0,82,83,64000.0,20000000.0
João Moutinho,Portugal,AS Monaco,CAM CDM CM ,30,2192,73.0,74.0,79.0,84.0,82.0,86.0,77.0,82.0,81.0,74.0,79.0,70.0,72.0,79.0,82.0,80.0,68.0,70.0,73.0,75.0,84.0,76.0,68.0,65.0,84.0,72.0,64.0,80.0,76.0,82,82,48000.0,20500000.0
S. Lichtsteiner,Switzerland,Juventus,RM RB ,33,2072,76.0,82.0,77.0,79.0,75.0,80.0,82.0,68.0,76.0,45.0,66.0,72.0,82.0,75.0,71.0,70.0,78.0,64.0,66.0,82.0,77.0,74.0,82.0,78.0,83.0,82.0,72.0,62.0,62.0,82,82,115000.0,8500000.0
Fernandinho,Brazil,Manchester City,RB CM CDM ,32,2150,73.0,86.0,77.0,79.0,78.0,73.0,68.0,70.0,77.0,69.0,71.0,55.0,85.0,72.0,79.0,78.0,72.0,61.0,68.0,82.0,82.0,83.0,77.0,73.0,80.0,83.0,75.0,75.0,74.0,82,82,130000.0,12500000.0
A. Turan,Turkey,FC Barcelona,LW RW CM ,30,2141,75.0,80.0,82.0,76.0,86.0,83.0,82.0,81.0,85.0,71.0,64.0,70.0,61.0,78.0,80.0,76.0,54.0,73.0,81.0,80.0,83.0,73.0,65.0,68.0,69.0,63.0,70.0,83.0,80.0,82,82,170000.0,20500000.0
S. Nasri,France,Antalyaspor,RM CM LM ,30,1931,78.0,33.0,85.0,90.0,85.0,82.0,79.0,77.0,83.0,76.0,79.0,42.0,37.0,50.0,76.0,80.0,35.0,77.0,79.0,77.0,84.0,74.0,44.0,78.0,75.0,37.0,63.0,81.0,72.0,82,82,29000.0,21000000.0
G. Castro,Germany,Borussia Dortmund,RM CDM CM ,30,2156,73.0,64.0,83.0,83.0,82.0,83.0,82.0,80.0,80.0,69.0,74.0,52.0,78.0,73.0,83.0,78.0,72.0,58.0,76.0,84.0,84.0,77.0,81.0,69.0,78.0,70.0,65.0,83.0,65.0,82,82,72000.0,20500000.0
Iborra,Spain,Leicester City,CAM CM CDM ,29,2062,49.0,78.0,54.0,36.0,80.0,73.0,53.0,66.0,67.0,72.0,70.0,81.0,85.0,74.0,82.0,64.0,85.0,72.0,82.0,75.0,81.0,85.0,75.0,51.0,79.0,84.0,88.0,74.0,66.0,82,82,85000.0,17000000.0
L. Stindl,Germany,Borussia Mönchengladbach,CAM CF ,28,2173,74.0,74.0,71.0,78.0,83.0,83.0,76.0,79.0,78.0,84.0,69.0,64.0,70.0,73.0,69.0,86.0,63.0,80.0,86.0,84.0,83.0,84.0,57.0,69.0,82.0,65.0,70.0,83.0,86.0,82,82,56000.0,23000000.0
Douglas Costa,Brazil,Juventus,RM LM ,26,2016,96.0,55.0,91.0,90.0,83.0,73.0,76.0,79.0,85.0,71.0,78.0,51.0,32.0,61.0,71.0,84.0,28.0,77.0,77.0,76.0,78.0,86.0,30.0,88.0,74.0,31.0,63.0,78.0,73.0,82,82,115000.0,24000000.0
André Gomes,Portugal,FC Barcelona,CAM LW CM ,23,2087,71.0,81.0,67.0,64.0,80.0,78.0,61.0,82.0,81.0,68.0,68.0,69.0,76.0,58.0,83.0,73.0,65.0,55.0,77.0,79.0,84.0,80.0,64.0,66.0,78.0,77.0,85.0,83.0,63.0,82,88,150000.0,30000000.0
M. Kovačić,Croatia,Real Madrid CF,CDM CM ,23,2054,85.0,71.0,77.0,70.0,87.0,72.0,73.0,78.0,88.0,62.0,68.0,42.0,70.0,63.0,82.0,75.0,52.0,59.0,69.0,68.0,87.0,79.0,63.0,77.0,77.0,69.0,65.0,88.0,76.0,82,88,150000.0,30000000.0
F. Vázquez,Italy,Sevilla FC,CF CM CAM ,28,1992,62.0,80.0,71.0,48.0,89.0,85.0,73.0,82.0,88.0,77.0,68.0,68.0,54.0,49.0,74.0,83.0,33.0,67.0,74.0,81.0,83.0,74.0,37.0,66.0,72.0,40.0,78.0,84.0,79.0,82,82,27000.0,22500000.0
Saúl,Spain,Atlético Madrid,RM CM ,22,2092,72.0,66.0,76.0,68.0,84.0,80.0,69.0,63.0,82.0,71.0,60.0,83.0,78.0,79.0,80.0,70.0,69.0,54.0,79.0,82.0,85.0,74.0,77.0,73.0,80.0,82.0,76.0,79.0,30.0,82,90,59000.0,32000000.0
Lucas Vázquez,Spain,Real Madrid CF,RM RW ,26,2005,83.0,65.0,82.0,78.0,83.0,72.0,85.0,82.0,82.0,77.0,75.0,52.0,44.0,67.0,75.0,78.0,21.0,56.0,81.0,85.0,81.0,77.0,35.0,79.0,90.0,49.0,57.0,82.0,54.0,82,83,185000.0,26000000.0
Q. Promes,Netherlands,Spartak Moscow,LM ST RM ,25,2002,86.0,60.0,87.0,78.0,82.0,78.0,75.0,75.0,83.0,82.0,76.0,60.0,27.0,82.0,69.0,83.0,25.0,72.0,79.0,81.0,76.0,82.0,27.0,91.0,81.0,24.0,61.0,81.0,68.0,82,85,76000.0,28000000.0
L. Goretzka,Germany,FC Schalke 04,CDM CAM CM ,22,2198,83.0,84.0,76.0,72.0,82.0,78.0,73.0,76.0,80.0,71.0,72.0,74.0,82.0,67.0,78.0,78.0,73.0,60.0,77.0,83.0,83.0,76.0,78.0,85.0,86.0,78.0,68.0,79.0,68.0,82,88,46000.0,30000000.0
A. Martial,France,Manchester United,ST LM ,21,2053,92.0,59.0,85.0,82.0,84.0,80.0,73.0,83.0,88.0,81.0,54.0,70.0,42.0,80.0,58.0,70.0,35.0,88.0,81.0,81.0,75.0,84.0,38.0,89.0,79.0,39.0,76.0,74.0,74.0,82,90,115000.0,33000000.0
F. Bernardeschi,Italy,Juventus,LM CF RM ,23,1995,84.0,52.0,85.0,79.0,87.0,83.0,77.0,79.0,86.0,73.0,80.0,48.0,34.0,49.0,70.0,82.0,28.0,72.0,80.0,80.0,80.0,80.0,32.0,84.0,83.0,36.0,63.0,78.0,70.0,82,88,110000.0,30500000.0
J. Seri,Ivory Coast,OGC Nice,CDM CM ,25,2178,84.0,73.0,83.0,86.0,84.0,83.0,72.0,77.0,79.0,69.0,81.0,60.0,74.0,76.0,84.0,76.0,73.0,67.0,77.0,77.0,87.0,78.0,69.0,77.0,79.0,75.0,72.0,84.0,47.0,82,83,45000.0,26000000.0
N. Fekir,France,Olympique Lyonnais,ST CAM ,23,2011,79.0,69.0,84.0,91.0,86.0,85.0,73.0,80.0,86.0,78.0,71.0,49.0,28.0,69.0,72.0,81.0,24.0,72.0,79.0,76.0,80.0,84.0,30.0,80.0,67.0,33.0,77.0,78.0,74.0,82,85,70000.0,28000000.0
C. Tolisso,France,FC Bayern Munich,CDM CM ,22,2205,79.0,81.0,77.0,73.0,80.0,74.0,67.0,66.0,77.0,75.0,73.0,82.0,76.0,89.0,82.0,78.0,72.0,70.0,79.0,82.0,85.0,82.0,71.0,69.0,86.0,78.0,81.0,79.0,62.0,82,89,98000.0,30500000.0
T. Bakayoko,France,Chelsea,CM CDM ,22,1973,75.0,85.0,66.0,62.0,78.0,74.0,54.0,49.0,75.0,39.0,37.0,72.0,81.0,78.0,78.0,51.0,80.0,45.0,60.0,78.0,80.0,72.0,82.0,72.0,86.0,84.0,82.0,75.0,36.0,82,88,105000.0,26000000.0
Manu Trigueros,Spain,Villarreal CF,CAM CDM CM ,25,2117,73.0,68.0,78.0,71.0,84.0,73.0,69.0,78.0,81.0,71.0,69.0,76.0,69.0,83.0,82.0,80.0,53.0,65.0,77.0,81.0,86.0,81.0,58.0,73.0,79.0,73.0,63.0,83.0,63.0,82,85,43000.0,27500000.0
L. Sané,Germany,Manchester City,LM RW LW ,21,2001,93.0,58.0,89.0,82.0,84.0,76.0,76.0,82.0,87.0,78.0,62.0,72.0,32.0,66.0,64.0,77.0,26.0,63.0,82.0,79.0,75.0,78.0,35.0,94.0,80.0,32.0,70.0,69.0,64.0,82,91,125000.0,34500000.0
F. Thauvin,France,Olympique de Marseille,RM RW ,24,1966,88.0,56.0,81.0,71.0,83.0,80.0,82.0,80.0,86.0,74.0,54.0,69.0,43.0,64.0,75.0,81.0,29.0,57.0,80.0,83.0,81.0,82.0,31.0,77.0,71.0,29.0,62.0,78.0,67.0,82,85,40000.0,28000000.0
H. Son,Korea Republic,Tottenham Hotspur,ST RM LM ,24,1975,87.0,60.0,79.0,77.0,82.0,78.0,75.0,81.0,85.0,83.0,70.0,65.0,29.0,65.0,64.0,86.0,17.0,71.0,83.0,81.0,78.0,83.0,23.0,86.0,80.0,19.0,62.0,78.0,73.0,82,85,95000.0,28000000.0
X. Shaqiri,Switzerland,Stoke City,RW RM ,25,2073,87.0,64.0,88.0,92.0,83.0,79.0,74.0,82.0,85.0,72.0,78.0,37.0,65.0,63.0,76.0,81.0,40.0,65.0,78.0,80.0,80.0,85.0,48.0,79.0,74.0,41.0,62.0,79.0,76.0,82,85,85000.0,28000000.0
G. Medel,Chile,Beşiktaş JK,CB CDM ,29,2013,74.0,89.0,78.0,92.0,74.0,78.0,55.0,35.0,63.0,31.0,45.0,68.0,86.0,92.0,76.0,59.0,78.0,62.0,58.0,80.0,78.0,65.0,82.0,74.0,84.0,84.0,76.0,72.0,61.0,82,82,64000.0,17000000.0
Pizzi,Portugal,SL Benfica,RM CM ,27,2165,83.0,68.0,87.0,84.0,82.0,85.0,77.0,83.0,82.0,77.0,76.0,45.0,68.0,67.0,81.0,78.0,62.0,76.0,85.0,82.0,82.0,74.0,52.0,76.0,90.0,64.0,59.0,86.0,77.0,82,82,19000.0,23000000.0
Jonathan Viera,Spain,UD Las Palmas,CAM LM CM ,27,2099,86.0,56.0,89.0,84.0,83.0,80.0,75.0,80.0,88.0,78.0,76.0,41.0,69.0,69.0,76.0,79.0,29.0,74.0,79.0,79.0,85.0,70.0,58.0,76.0,78.0,67.0,67.0,87.0,57.0,82,82,31000.0,23000000.0
G. Xhaka,Switzerland,Arsenal,CDM CM ,24,1993,48.0,92.0,53.0,61.0,80.0,74.0,66.0,68.0,70.0,49.0,70.0,62.0,77.0,39.0,86.0,85.0,71.0,59.0,77.0,83.0,85.0,88.0,68.0,51.0,78.0,73.0,76.0,82.0,50.0,82,85,110000.0,27500000.0
J. Cuadrado,Colombia,Juventus,RM ,29,2111,90.0,70.0,91.0,83.0,83.0,76.0,78.0,76.0,90.0,67.0,69.0,58.0,62.0,75.0,69.0,80.0,60.0,65.0,78.0,76.0,77.0,84.0,68.0,92.0,75.0,60.0,57.0,72.0,68.0,82,82,130000.0,21500000.0
K. Bellarabi,Germany,Bayer 04 Leverkusen,RM ,27,1965,91.0,59.0,86.0,78.0,82.0,77.0,76.0,70.0,87.0,75.0,58.0,48.0,38.0,75.0,59.0,78.0,28.0,57.0,78.0,81.0,80.0,85.0,33.0,93.0,73.0,30.0,68.0,77.0,72.0,82,82,67000.0,23000000.0
Roque Mesa,Spain,Swansea City,CM CDM ,28,2009,76.0,92.0,77.0,89.0,82.0,79.0,67.0,46.0,72.0,67.0,48.0,32.0,81.0,77.0,80.0,54.0,72.0,42.0,67.0,79.0,89.0,63.0,80.0,78.0,92.0,79.0,69.0,75.0,34.0,82,82,85000.0,18000000.0
A. Florenzi,Italy,Roma,CM RW RB ,26,2265,86.0,79.0,87.0,84.0,84.0,79.0,77.0,73.0,79.0,76.0,79.0,70.0,77.0,74.0,75.0,82.0,73.0,76.0,82.0,79.0,82.0,82.0,78.0,84.0,90.0,79.0,68.0,75.0,87.0,82,84,73000.0,22000000.0
D. Klaassen,Netherlands,Everton,CAM CM ,24,2108,73.0,76.0,67.0,64.0,81.0,80.0,63.0,62.0,72.0,82.0,44.0,74.0,68.0,74.0,75.0,78.0,59.0,75.0,84.0,84.0,83.0,78.0,62.0,73.0,92.0,74.0,74.0,78.0,82.0,82,85,110000.0,27500000.0
R. Sterling,England,Manchester City,LM RM RW ,22,1960,94.0,34.0,91.0,92.0,84.0,74.0,73.0,64.0,85.0,73.0,49.0,38.0,26.0,60.0,67.0,70.0,48.0,63.0,81.0,79.0,81.0,68.0,54.0,92.0,75.0,58.0,64.0,75.0,59.0,82,87,140000.0,29500000.0
E. Dier,England,Tottenham Hotspur,CM CDM CB ,23,2045,70.0,90.0,56.0,40.0,70.0,77.0,67.0,54.0,66.0,52.0,77.0,83.0,80.0,77.0,77.0,72.0,79.0,70.0,53.0,76.0,76.0,83.0,83.0,74.0,80.0,82.0,87.0,66.0,52.0,82,87,85000.0,25000000.0
Paulinho,Brazil,FC Barcelona,CDM CM ,28,2168,76.0,69.0,70.0,64.0,81.0,79.0,64.0,66.0,77.0,72.0,72.0,80.0,78.0,88.0,76.0,76.0,77.0,71.0,75.0,81.0,81.0,79.0,73.0,76.0,92.0,78.0,69.0,75.0,75.0,81,81,165000.0,17500000.0
M. Parolo,Italy,Lazio,CDM CM ,32,2150,68.0,80.0,67.0,71.0,79.0,78.0,70.0,67.0,75.0,70.0,55.0,75.0,80.0,77.0,83.0,86.0,71.0,45.0,82.0,82.0,80.0,87.0,82.0,74.0,88.0,80.0,78.0,78.0,76.0,81,81,60000.0,13500000.0
Giuliano,Brazil,Fenerbahçe SK,CAM ,27,2037,83.0,71.0,85.0,85.0,82.0,82.0,73.0,68.0,82.0,76.0,69.0,59.0,42.0,61.0,75.0,74.0,47.0,75.0,78.0,81.0,79.0,79.0,38.0,79.0,75.0,43.0,74.0,81.0,66.0,81,82,80000.0,20500000.0
S. Jovetić,Montenegro,AS Monaco,CAM ST ,27,1977,75.0,50.0,80.0,69.0,88.0,80.0,72.0,85.0,85.0,80.0,72.0,74.0,30.0,70.0,64.0,82.0,26.0,80.0,80.0,76.0,80.0,82.0,30.0,78.0,68.0,32.0,72.0,78.0,79.0,81,82,48000.0,21000000.0
J. Wilshere,England,Arsenal,CDM CAM CM ,25,2102,73.0,82.0,80.0,85.0,84.0,80.0,73.0,80.0,82.0,64.0,72.0,58.0,61.0,67.0,80.0,73.0,61.0,65.0,80.0,80.0,84.0,75.0,65.0,69.0,77.0,63.0,66.0,83.0,64.0,81,84,115000.0,22000000.0
Camacho,Spain,VfL Wolfsburg,CM CDM ,27,2026,64.0,86.0,71.0,63.0,75.0,76.0,50.0,62.0,64.0,58.0,59.0,83.0,85.0,85.0,74.0,54.0,75.0,48.0,66.0,84.0,81.0,76.0,74.0,59.0,84.0,82.0,78.0,79.0,52.0,81,84,66000.0,18000000.0
R. Boudebouz,Algeria,Real Betis Balompié,CAM ,27,1987,77.0,58.0,79.0,75.0,81.0,79.0,82.0,83.0,83.0,78.0,82.0,45.0,32.0,61.0,77.0,77.0,27.0,87.0,75.0,75.0,83.0,79.0,30.0,76.0,72.0,35.0,59.0,84.0,73.0,81,82,32000.0,20500000.0
M. Lanzini,Argentina,West Ham United,LM CAM ,24,1926,85.0,47.0,88.0,88.0,86.0,75.0,74.0,75.0,87.0,70.0,76.0,56.0,23.0,76.0,78.0,73.0,20.0,73.0,72.0,73.0,80.0,75.0,25.0,80.0,78.0,32.0,45.0,79.0,61.0,81,87,95000.0,24500000.0
S. Rudy,Germany,FC Bayern Munich,RM RB CDM CM ,27,2119,74.0,58.0,79.0,73.0,84.0,81.0,73.0,82.0,78.0,63.0,79.0,59.0,84.0,65.0,81.0,72.0,72.0,71.0,72.0,84.0,84.0,71.0,74.0,68.0,79.0,73.0,65.0,80.0,66.0,81,82,105000.0,20000000.0
Iturraspe,Spain,Athletic Club de Bilbao,CM ,28,1957,57.0,66.0,53.0,43.0,80.0,71.0,57.0,68.0,69.0,60.0,66.0,78.0,84.0,43.0,84.0,69.0,72.0,58.0,72.0,83.0,86.0,67.0,79.0,60.0,68.0,84.0,80.0,81.0,47.0,81,81,33000.0,17500000.0
Illarramendi,Spain,Real Sociedad,CM ,27,2043,65.0,77.0,70.0,73.0,81.0,71.0,65.0,78.0,79.0,64.0,68.0,51.0,82.0,48.0,81.0,69.0,76.0,50.0,79.0,81.0,82.0,69.0,79.0,55.0,78.0,82.0,66.0,78.0,58.0,81,81,37000.0,18000000.0
Gabi,Spain,Atlético Madrid,CM ,33,2116,62.0,82.0,74.0,73.0,79.0,83.0,67.0,86.0,74.0,67.0,75.0,51.0,82.0,60.0,83.0,76.0,76.0,83.0,72.0,80.0,84.0,81.0,74.0,65.0,76.0,79.0,69.0,79.0,64.0,81,81,62000.0,10500000.0
Marcos Alonso,Spain,Chelsea,LB LM LWB ,26,2118,74.0,72.0,68.0,58.0,79.0,75.0,81.0,75.0,78.0,64.0,80.0,70.0,74.0,70.0,73.0,75.0,77.0,64.0,73.0,82.0,79.0,79.0,78.0,79.0,90.0,80.0,79.0,65.0,52.0,81,83,115000.0,17500000.0
T. Motta,Italy,Paris Saint-Germain,CDM ,34,1972,31.0,93.0,42.0,50.0,81.0,80.0,66.0,67.0,65.0,54.0,67.0,77.0,78.0,84.0,83.0,71.0,68.0,70.0,50.0,74.0,83.0,80.0,74.0,32.0,71.0,82.0,83.0,74.0,76.0,81,81,81000.0,5500000.0
W. Rooney,England,Everton,ST CAM ,31,2127,67.0,81.0,71.0,77.0,80.0,88.0,78.0,84.0,73.0,80.0,81.0,75.0,54.0,76.0,82.0,79.0,48.0,83.0,79.0,83.0,81.0,86.0,37.0,68.0,78.0,51.0,83.0,80.0,83.0,81,81,120000.0,15500000.0
B. Schweinsteiger,Germany,Chicago Fire Soccer Club,CDM CM ,32,2134,40.0,80.0,66.0,63.0,80.0,88.0,76.0,82.0,71.0,69.0,78.0,78.0,80.0,80.0,84.0,80.0,68.0,77.0,75.0,83.0,82.0,82.0,75.0,39.0,64.0,74.0,77.0,84.0,82.0,81,81,13000.0,13500000.0
M. Valbuena,France,Fenerbahçe SK,LM CAM LW ,32,1932,81.0,52.0,87.0,93.0,82.0,64.0,79.0,82.0,83.0,74.0,77.0,50.0,34.0,60.0,77.0,77.0,21.0,68.0,76.0,77.0,81.0,74.0,34.0,79.0,73.0,26.0,34.0,77.0,76.0,81,81,86000.0,14000000.0
H. Ben Arfa,France,Paris Saint-Germain,ST CAM ,30,1997,79.0,61.0,85.0,79.0,83.0,78.0,74.0,80.0,89.0,75.0,75.0,53.0,36.0,76.0,74.0,77.0,31.0,87.0,74.0,75.0,78.0,80.0,22.0,73.0,67.0,36.0,72.0,78.0,74.0,81,81,88000.0,17000000.0
Raúl García,Spain,Athletic Club de Bilbao,RW CAM ,30,2124,54.0,84.0,65.0,63.0,84.0,83.0,77.0,72.0,74.0,73.0,68.0,88.0,65.0,73.0,85.0,80.0,54.0,76.0,85.0,86.0,87.0,84.0,63.0,60.0,59.0,71.0,82.0,82.0,55.0,81,81,32000.0,17000000.0
K. Mirallas,Belgium,Everton,LW LM ,29,2059,82.0,58.0,82.0,73.0,85.0,74.0,81.0,77.0,84.0,77.0,76.0,64.0,35.0,73.0,77.0,76.0,40.0,78.0,80.0,76.0,80.0,77.0,51.0,84.0,76.0,52.0,62.0,67.0,76.0,81,81,125000.0,17500000.0
M. Götze,Germany,Borussia Dortmund,CAM CM ,25,1972,71.0,48.0,86.0,85.0,90.0,85.0,77.0,80.0,88.0,74.0,73.0,49.0,66.0,62.0,79.0,66.0,16.0,65.0,82.0,84.0,85.0,68.0,23.0,66.0,60.0,43.0,68.0,82.0,87.0,81,85,63000.0,22500000.0
J. Weigl,Germany,Borussia Dortmund,CM CDM ,21,1940,74.0,64.0,77.0,65.0,81.0,80.0,58.0,58.0,73.0,47.0,46.0,63.0,86.0,64.0,83.0,51.0,67.0,50.0,55.0,84.0,89.0,50.0,76.0,67.0,82.0,82.0,63.0,79.0,52.0,81,87,46000.0,21000000.0
J. Kimmich,Germany,FC Bayern Munich,CDM CB CM RB ,22,2158,76.0,74.0,83.0,83.0,83.0,78.0,88.0,81.0,77.0,66.0,61.0,69.0,79.0,79.0,80.0,67.0,77.0,44.0,76.0,83.0,85.0,75.0,79.0,65.0,85.0,78.0,65.0,79.0,61.0,81,87,81000.0,20500000.0
Jorginho,Italy,Napoli,CM ,25,2114,74.0,78.0,82.0,73.0,84.0,75.0,70.0,75.0,77.0,57.0,76.0,56.0,78.0,61.0,84.0,62.0,63.0,84.0,72.0,81.0,85.0,71.0,70.0,75.0,83.0,75.0,58.0,83.0,71.0,81,84,71000.0,22000000.0
H. Ziyech,Morocco,Ajax,CAM CM ,24,2043,74.0,66.0,77.0,60.0,80.0,78.0,86.0,90.0,79.0,70.0,83.0,53.0,66.0,42.0,82.0,75.0,44.0,74.0,75.0,82.0,86.0,80.0,36.0,77.0,77.0,54.0,59.0,88.0,77.0,81,85,16000.0,23000000.0
R. Guerreiro,Portugal,Borussia Dortmund,CM LB LWB LM ,23,2171,83.0,69.0,88.0,86.0,83.0,75.0,85.0,84.0,83.0,72.0,82.0,61.0,85.0,64.0,74.0,83.0,74.0,44.0,76.0,81.0,83.0,81.0,77.0,72.0,77.0,70.0,54.0,79.0,76.0,81,86,58000.0,24000000.0
A. Rabiot,France,Paris Saint-Germain,CM ,22,2097,72.0,74.0,75.0,50.0,82.0,81.0,69.0,67.0,79.0,66.0,57.0,75.0,77.0,72.0,81.0,79.0,66.0,68.0,74.0,76.0,84.0,80.0,69.0,68.0,80.0,77.0,78.0,81.0,69.0,81,86,77000.0,23500000.0
M. Sanson,France,Olympique de Marseille,CDM CM ,22,2183,77.0,76.0,83.0,69.0,80.0,77.0,79.0,75.0,81.0,75.0,70.0,69.0,80.0,75.0,82.0,72.0,73.0,68.0,74.0,79.0,83.0,79.0,76.0,75.0,79.0,67.0,76.0,80.0,70.0,81,87,34000.0,24000000.0
Bruma,Portugal,RB Leipzig,RM LM ,22,1982,94.0,64.0,93.0,90.0,83.0,73.0,76.0,75.0,86.0,70.0,69.0,52.0,38.0,78.0,70.0,67.0,21.0,71.0,75.0,79.0,74.0,81.0,28.0,92.0,79.0,39.0,57.0,69.0,60.0,81,86,63000.0,24000000.0
A. Christensen,Denmark,Chelsea,CDM CB ,21,1720,79.0,73.0,66.0,62.0,72.0,76.0,49.0,32.0,71.0,36.0,22.0,79.0,81.0,74.0,74.0,20.0,83.0,36.0,32.0,80.0,76.0,31.0,84.0,80.0,70.0,88.0,71.0,60.0,25.0,81,89,86000.0,23000000.0
Dani García,Spain,SD Eibar,CDM ,27,1938,57.0,88.0,67.0,72.0,81.0,71.0,55.0,61.0,66.0,51.0,57.0,46.0,82.0,65.0,81.0,58.0,68.0,58.0,60.0,72.0,86.0,74.0,75.0,40.0,88.0,79.0,74.0,74.0,52.0,81,82,26000.0,17000000.0
M. Brozović,Croatia,Inter,CDM CM ,24,2113,72.0,68.0,74.0,74.0,84.0,78.0,72.0,79.0,81.0,69.0,74.0,62.0,72.0,68.0,81.0,79.0,64.0,69.0,76.0,77.0,83.0,78.0,70.0,74.0,83.0,72.0,62.0,81.0,65.0,81,85,64000.0,23000000.0
